zip code,graduate_or_professional,highSchool_or_higher,bachelors_or_higher
61840,7.5,100,21
02474,40.3,97.1,70.5
96126,0,100,41.8
32301,18.9,93.2,43.6
33183,8.2,87.1,27.5
31078,7.2,82.8,11.9
80830,2.5,100,20.5
14030,2.6,90.2,10.9
12956,7.9,85.2,18.4
58559,5.8,91.9,28.9
75437,3.5,86.5,14.4
29020,8.5,84,22.4
93015,5,70.8,14.8
54241,4,91.3,16
89701,5.8,85.7,18
17239,7.4,86.9,14.2
90301,3.1,69.6,12.7
40810,1.9,52.5,3.2
94586,16.6,92.7,46.4
81091,10.4,91.2,30.6
02770,17.3,92.9,44.4
75182,17.6,93.7,47
18041,8.3,95.4,27.2
29568,5.9,86.2,16.6
32735,9,88.7,21
76112,6.8,79.9,19.3
60015,38.3,98.5,74
52752,3.8,84.5,16.9
92879,6.3,80.7,20.7
48731,2.7,90.8,12.7
34208,5.7,77,17.7
48861,3,89,13.8
52650,7.3,98,15.7
74554,3.9,86.9,15.9
43407,0.2,99,11.2
80018,8.7,95.2,33.5
70094,1.7,77.3,10
55312,1.6,89.4,14.9
12094,10,92.9,24.2
23188,20.4,94.1,46.7
98846,9.6,71.2,23.1
58730,0.5,84.2,13.6
64030,7.3,89,21.4
35146,5.9,83.4,21.7
22027,38.3,94.4,75.6
60513,16.3,94.7,40
23128,5.7,95.3,35.5
87820,0,75,0
47924,10.2,100,10.2
10473,5.3,75.1,17.4
05664,0,100,50.5
38369,3.8,80.9,10.9
38547,7.5,90.2,17.6
21057,28.5,96.1,54.4
39427,5.6,81.4,11.4
57321,6.4,88.7,13.1
95974,0,100,0
05873,5.5,88.3,18.7
15087,0,84.7,8.9
75929,3.4,86,10.8
08876,17.6,93.6,47.4
03087,21,96.3,51.5
17039,0,62.4,0
03244,6,90.3,24.9
45155,0,79,5.7
28462,6.8,85.2,20.7
61750,12.5,100,19.2
93621,29,90.3,40.6
36432,1.7,70.7,3.6
25917,1.2,81.9,4.4
11961,12.8,89.9,22.5
96749,6,91.5,25.5
54842,0,96.8,18.1
93644,6.5,93,19.7
73062,4,87.8,16.4
71360,7.5,85.7,21.8
44836,3.5,89.1,11.3
36518,6.6,87.4,15.5
24970,4.7,82,17.3
89124,10.7,98.3,32.2
28391,7.3,88.8,19.1
67548,7.6,90.2,21.4
45896,3.3,94.9,17.4
26266,0,100,0
11412,8.9,87.6,23
10010,39.3,95.8,78
37411,10,87.9,27.2
06085,24.6,95,50.8
35254,5.5,63.8,5.5
31780,4,75.9,14.6
04650,41.7,97.8,52.5
43015,14.5,94.5,38.6
26818,5.1,86.9,9.7
74050,0,82.4,1.7
18643,9.1,90.3,26.3
41006,5.5,88.3,13.7
58852,2.4,86.7,11.9
34997,8.2,89.3,25.8
40350,0,70.7,0
42602,4.5,71.8,10.1
84643,5.4,98.3,20.2
08310,0.9,90.3,15.2
16801,34.7,96.5,66.4
39760,0,100,0
62694,5.6,92,15.3
56651,3.4,80.9,9.2
53213,23.7,97.6,60
91724,8.1,88.9,30.1
23881,8.6,75.8,20.2
62712,21.5,98.2,52.7
43557,3.6,84,11.5
04942,2.8,80.4,9.7
98629,9.7,93.4,24.8
56158,4.6,83.3,15.4
73106,8.8,74.9,23
79044,3.3,54.5,19.5
94621,2.1,54.3,7.9
14033,15.6,92.8,41.2
13141,6.4,92.4,21.1
14437,7.3,83.1,14.1
00606,2.6,50.6,9.9
96069,4.7,93.4,24.4
35748,10.2,84.8,27.5
52722,19.6,97,49.2
57748,9.3,86.7,27
54143,4.6,92.7,15
76442,6.4,79.1,17.5
43463,0,100,0
48705,1.1,88.4,10.7
75243,10,82.7,28.4
03282,9.9,92.6,23.4
42653,1.6,67.3,8.2
26855,8.1,70.2,21.9
57323,5.8,95,12.9
93552,2.5,67,8.3
67351,0,84.4,6.1
41143,6,84.3,17.4
77327,2.4,74.9,9.7
95978,0,83,0
24476,0,90.8,10.6
64126,1.2,62.7,7.9
28205,12.4,80.8,34.8
55106,5.8,75.7,19.7
81330,0,75.3,55.6
18332,7.2,88.4,18.2
95372,3,97.2,13.9
68952,14.7,89.3,14.7
92646,16.7,95.5,44.5
12492,3.7,96.7,23.1
04066,16.6,100,49.7
22980,8.9,87.7,23
38483,3.2,80.4,9.2
98040,36.6,97.9,78.2
29689,6.7,87.9,19.1
78653,5.6,86,25.4
33178,18.8,95.1,53.4
26161,0,96.3,3
62447,5.2,89.9,17.7
36009,5.2,83.3,19.1
28366,2.5,77.8,13
42232,7.7,100,33.8
85173,2.4,76.1,8.6
25304,21.3,94,42.8
99659,0,78.4,1
19129,23.8,92.8,49.2
57241,3.6,96.9,22.6
71839,0,73.9,1.5
78351,0,60.6,6.6
04022,13.2,91.4,33
04427,6.7,94.4,21.1
98039,38.4,98.7,80.4
70549,5.4,71.8,14.1
27408,21.5,96.6,58
22716,10,87.4,35.3
65625,6.2,80.8,18
57028,6.5,85.2,25.5
04862,9.3,93.8,26
48220,14.3,93.5,40.6
67483,6.2,87.3,20.8
33161,5.4,73.9,18.8
49088,7.9,96.6,27.1
84533,0,93.2,12.9
65283,2.3,96.9,20.9
37213,0,76.6,8.5
03837,15.4,97.2,28.2
67751,2.8,89.4,12
33130,12.3,73.5,27.4
80451,6.5,97.6,30.9
62370,2,90.2,4.1
07071,13.3,89,33.6
93042,0,100,8.9
59440,7.9,99.1,26.3
55760,5,89.8,18.4
46055,19.1,98,58.2
46731,2.1,75.1,7.2
42715,2.6,75.8,26.4
10919,18.7,85.6,29.4
60469,2.6,78.3,16.2
37184,3.9,84.9,13.1
72359,2.6,70.9,5.6
92401,4.5,57.2,8.9
31719,5.7,74.7,9.4
58262,9.1,76.6,23.4
84305,8.3,96.1,23.2
67565,2.9,91.1,27.4
27872,0.3,74.3,3.4
33073,9.3,94.5,34
57640,21.8,98,44.6
71048,10.8,100,10.8
17029,0,64.2,0
87740,6.1,87.5,14.5
67109,2.5,95,13.3
12961,0,94.8,0
56528,8.8,94.8,26.5
08034,22.7,94.9,53.7
48837,13.8,96.6,35.6
50557,2,90.2,11
49075,0,39,0
76705,3.3,74.9,10.6
12831,15.2,94.7,36.2
43725,6.1,85.8,15
83401,6.1,90.2,24.3
98277,8.3,94,25.2
30581,0,100,0
66935,11.2,96.1,25
07834,24.1,95.9,56.2
75976,0.4,73.1,14.2
49665,3.2,86,10.1
24314,5.2,96.1,16.1
20008,60.5,98.9,89.6
47670,3.5,89.7,11.9
28374,25.9,98.1,58.6
48827,6.3,92.7,16.7
13087,33.6,100,71.9
37643,5.1,84.6,14.6
30038,10,91.3,32.4
40983,0,71.7,18.6
66716,4,87.3,11
47234,2.8,96.8,12.8
74428,4.4,84.2,12
14208,5.7,83.9,18.1
88065,18.4,92.7,29.6
33484,14.2,93.3,36
44273,5.7,95.5,21.1
95966,3.4,83.9,12.3
10021,42.4,98.8,82.8
02888,11,90.7,29.6
69123,7.4,96.1,25.4
76306,5.6,84.7,17.7
10162,49.6,100,89.7
60180,2.4,98.6,15.7
49202,2.6,86.1,12.4
27235,12.4,95.5,44.7
37665,3.4,75.5,10.1
24348,1.5,80.4,12.3
53151,15.4,96,43.3
31642,2.4,73.8,7.2
72064,6.7,82,18.1
60030,17.6,94.8,43.7
24421,4.5,90.5,21.6
81252,9.9,93,34.7
47017,4.4,94.8,11.1
43571,12.8,96.7,35.3
54601,14.6,94.2,38.4
72122,3.5,91.2,21.9
39481,1.3,73.9,8
52649,3.5,92.7,13.2
52166,4.5,80.9,12.4
14784,10,86.9,20.2
43511,7.5,85.9,19.1
61752,6.6,95.1,31.6
28054,5.6,84.7,20.6
10007,39.7,93.1,76.8
63943,0,60.4,1.7
21402,14.6,99.3,36.1
80121,24.4,96.1,57.1
21207,9.4,87.6,25.2
13796,10.3,94.3,27.6
54838,7.3,91.4,19.6
97876,7.2,95.3,27.5
49411,4.8,92.4,15.8
40815,3.4,54.9,7.2
57233,4.8,91.6,12
54555,5,92.6,19.5
31046,8,89.3,16.7
91766,4.1,64.6,16.7
17776,3.6,87.9,7.1
10573,14.9,75.6,33.7
43315,5.1,86.8,14.5
80109,19.4,98.4,56.9
71833,4.4,82.3,11.5
83553,3.6,83.4,10.9
62288,5.5,95.1,17.5
45644,3.6,89.8,13.8
80543,4.3,89.5,16.7
17980,2.8,88.3,9.5
46186,4.8,91.8,15.2
85736,5.9,76.4,12.1
38122,7.3,75.3,18.5
56265,5,90.2,21.2
63443,0,96.7,5.6
25075,0,78.2,3.2
92555,8.9,83,21.5
29202,36.3,100,95.8
33024,7.6,87.7,23.3
84667,6.8,89.6,20.7
63049,6.4,89.7,22.2
48721,5,90,15.1
13333,32.1,100,32.1
68872,1.5,86,10.4
22709,11,82.9,21.7
34484,8.8,88.3,22.5
84750,6,82.8,18.6
57642,4.3,80.1,18.4
98006,30.1,96.3,64.3
47909,7.5,90.9,25.3
01082,7.2,91.7,21.8
13310,2.9,83.2,14.2
13605,7.2,90.3,16.9
44669,4.7,92.4,18.9
47613,10.5,93.7,24
47455,0,100,0
66101,3.1,67,9.2
01851,10.2,78,24.2
40219,6.7,87.3,17
53179,5.2,89.4,21.9
02135,26.8,91.8,65.5
64001,6.9,94.2,21.7
30820,2.5,84.1,10.7
34269,7.6,89.5,24.5
03441,0,100,9.3
73573,5.4,83.5,15.1
72747,0,64.4,6.8
79381,3.7,74.3,19
37810,5.1,85.9,10.7
57448,3.2,92.9,13.3
58012,8.4,96,32.1
59410,5.3,89.5,25.9
03447,5.5,90.4,27.6
37916,18.9,87.3,36.5
05855,8.1,85.6,17.9
86507,1.4,73.4,6
48104,49.4,98.5,80.2
29101,2.9,76.1,14.4
05850,10.4,72.9,23.4
47880,0,100,39.4
50136,2.3,94.7,11.9
32960,7.8,88.3,22.4
56129,2.7,79.7,17.1
95463,32,100,62
24984,0,85.5,7.4
15777,0,100,10
60645,15.9,83.7,42.1
31019,10.8,85.6,22.5
81623,13.7,88.5,45
28785,8.9,91.7,26.6
92026,9.9,84.2,29.8
72413,9,80.1,15
38759,15.8,87,31.9
67554,4.2,86.7,17.9
72212,26.5,97.3,65.6
38736,7.7,71.3,17
40508,13.3,79.7,30
41810,0,64.1,8.9
59057,20.1,96.2,29.1
95757,12.2,88.1,40.9
44643,6,93.1,15.6
35207,5,78.4,13.4
86440,3.4,83,10.2
83520,7.5,95.2,21.2
47552,4,100,28.3
12580,13.2,91.7,31.8
75946,2.9,78.6,11.5
19611,4.4,81.4,19.1
63769,4.7,85.4,15.3
17233,5,87.1,14.9
69129,7.2,90.3,19.7
40218,7.7,90.5,24.7
93260,9.8,78.4,13.7
21742,13.9,92.4,32.8
56565,0,87.9,6.1
45317,8.1,92.9,15.9
45692,4.4,78.7,13.7
30281,8.7,89.1,27.1
11598,38.3,95.1,63.4
98235,0,92.1,0
20373,0,100,27.3
13786,3.1,90.6,15.4
16373,6.1,89.7,19.8
61314,3.2,87,13.4
40903,0,63.8,0
77565,11.4,97.2,40.4
78363,7.4,78.2,24.2
44865,3.7,82.2,11.1
16950,3.8,82.6,9.9
30062,20.1,94.6,57.6
50021,12.9,97.8,46.1
30534,9.7,84.1,27.7
68856,3.7,93,18.3
38769,2.1,64.9,10.5
61231,7.7,91.7,25.2
55923,9.7,92.8,29
44136,17.9,96.2,44.4
30241,5.4,81.1,15
41745,4,74,4
59421,8.4,92.8,30.6
37172,6.1,84.7,15.6
95357,5.4,74.8,16.2
77356,11.7,96.6,39.2
85364,5.6,71.4,13.7
65565,3.9,72.5,10.8
04861,7.8,92,26.6
18214,11.1,91.7,27.1
72160,5.3,82.1,14.5
61031,5.9,89,19.1
89423,13.3,95.9,34
34103,23,93.3,49.9
12788,7.2,84,18.9
27305,11.8,77.5,21.1
55362,7.6,93.3,24.9
97034,30.6,98.4,69.8
02333,11.2,95.8,28.8
57644,2.9,89.8,18
35808,18.4,98.2,45.3
95918,11.8,94,28.2
07050,6.4,79.9,21.6
94539,38.7,96,71.7
06081,16.8,93.6,47.5
78729,16.4,96,50
98601,3.8,92.5,18.7
98251,5.4,89.2,17.2
45741,1.6,71.6,1.6
63048,4.3,89.2,18.4
20001,36,90.4,65.7
32789,27.6,94.4,59.2
47832,7.7,94.9,29.2
84725,9.1,97.5,24.4
00906,49.5,100,92.3
83245,10.4,93.4,26.2
16724,11,97.3,13.7
75254,14.5,83.4,40.7
82334,4.1,89.4,24.8
71328,4,84.6,16.4
21075,24.6,91.6,53
21793,11.9,89.9,29.5
59820,12,92,23.4
47649,3.3,91.8,12.1
68047,10.2,91,23.7
59926,0,92.9,4
76501,4.7,81.6,14.9
52002,14.5,93.8,41.3
35577,0,100,5.9
72223,26.2,95.8,59.6
65529,7.6,75.6,31.9
93422,10.9,94.8,33.2
02740,7,75.7,19.1
54161,4.1,84.9,12.4
95070,41.5,97.5,77.3
00769,4.9,74.5,20.3
95668,5.9,90.1,16.7
29745,6.7,85.3,18.1
72116,15.6,96.7,44.1
32765,16.8,96,45.6
56118,4.6,95.1,20.7
97495,10.5,100,26.9
27508,0.2,78.1,10.7
18372,3,89.5,18.5
95945,11,92.2,28.6
80214,8.9,81.8,27.8
82058,0,81.8,23.6
90803,24.6,95,57.3
70605,16,94.3,39.4
37129,12.8,92.4,36.5
46508,0,82.4,0
39755,7.1,80.7,19
02904,8.8,86.2,26.9
22947,23.6,92.7,52.1
72736,6.9,89.4,22.4
33496,26.7,95.8,55.2
83442,7,89.6,23.8
42541,9.2,64.9,22.2
71913,6.6,89.9,20.1
63539,1.5,82.5,21.9
82433,9.1,95.6,30.1
29563,5.6,77,11.9
81236,10.5,97.5,35.8
28448,0,70.2,7.4
78751,28.3,96.5,71.6
05253,17.9,98.7,55.5
65486,3.5,90.7,10.6
29302,20.4,90.3,45.6
74556,2.5,81.7,17.3
05353,13.6,93.1,43.9
85248,19.4,96.6,44.9
95127,6.8,74.4,22.6
00624,3.7,72.4,20.9
38843,6,80.6,16
90049,37,97.6,77.5
31549,2.2,73,9.6
33957,30.1,96.5,63.5
48411,0,48.6,0
30510,4.7,72.7,10.5
32254,1.4,77.5,5.5
74016,5.5,85.7,13
80475,0,100,100
40604,0,76.2,3.1
12412,0,81.6,16.9
43565,6.4,95.8,13.1
71030,9.4,86.9,26.5
32744,5.2,89.6,20
14427,6.5,92.4,15.6
17024,7.3,84,18.4
65322,4.6,89.3,19.5
68950,0.3,93,9.5
48834,3.2,85.1,9.8
93454,4.8,67.8,15.7
45217,6.7,86.7,19
65543,9.7,100,17.7
22032,33.4,95.3,66.6
98155,18.8,93.7,46.9
05355,11.4,89.1,30
77833,7.4,84.1,24.2
20899,8.5,100,26.7
54451,5.3,90,15.9
57756,3.6,67.8,7.6
92391,5.8,74.7,15.2
31779,2.4,73.5,7.9
12469,7.3,84.6,15.8
68154,21.6,96.6,56.6
01906,9.2,90.6,26.5
33713,7.2,86.8,25.1
97040,16.1,84.7,23.8
42629,6.3,77.3,16
35031,3.2,74,9.8
94518,12.1,88.9,38.9
05255,15.8,89.7,39.3
92557,6,81.4,17.5
72469,7.3,82.8,15.2
80742,8.1,91.9,20.5
93247,1.6,51.5,5.7
04055,10.4,94.4,29.3
79359,0.6,64.6,6.1
44408,9.6,93.6,25.2
73835,8,95.3,28.7
63760,4.2,84.6,15.6
39581,4.6,83.7,15.5
97824,8.6,91.4,27.8
33323,13.7,92.3,38.1
19475,11.7,89.7,36.6
04221,3.9,92.6,21.9
57788,0,96.4,10.4
77807,8.3,80.7,23.2
48039,5.4,92.6,14.4
02139,45,94.4,76.5
17847,5.1,86.2,15.7
57358,0,77.8,0
53820,5.1,90.8,18.7
08733,5.4,88.4,14.2
18624,28.2,100,45.8
33401,14.7,88.6,36.4
24569,4.6,76.8,21.1
55962,4.3,88.8,23.8
98528,4.6,84.1,13
74037,14.3,94.6,41.6
25920,12.1,75.2,39.6
10309,12.9,92.5,33.2
72858,7.6,89.6,19.5
25082,7.7,94.5,26.1
38666,4.1,76.5,13.8
83449,4.8,100,20.5
85928,5.6,81.8,12.1
72422,2.9,75.7,9.4
55329,3.4,90.3,12.2
60129,3.7,93.3,23.7
08742,16.6,95.8,44.3
10533,41.1,97.3,72.4
27231,8,84.1,24.9
19010,43,97.8,73
95368,4.1,78.7,15.8
43906,4.1,86.9,11.4
36017,1.7,70.4,7.1
31057,6.4,79.2,17.2
66064,3.1,95.2,13.9
28557,12.6,91.9,32.8
36753,0,0,0
32724,9.3,90.5,24.9
53936,1.7,86.2,6
68878,6,96.2,24.1
83436,1.4,88.8,14.4
48877,2.4,85.4,6.9
36863,4.5,81.3,14.9
58647,2,91.9,14.2
83646,9.8,96.9,34.6
29945,2.2,80,10.8
32234,1.8,81,9.2
33185,9.6,88.7,35.9
00705,5.4,74.3,19.5
47037,2.4,82.8,9.9
47841,4.5,93,16.6
22935,14.7,76.8,22.1
26615,4.2,76.8,9.3
49082,5,89.3,13.4
30145,7.4,88,14.8
75750,6.1,90.8,20.7
25086,4.1,80.7,14.5
31022,7,92.3,22
25977,19.7,78.9,19.7
29130,6.2,82.7,20.7
35119,0,45.9,0
87313,3.8,76.2,8.3
92618,29.5,97.4,66.5
68776,3.9,68,10.9
11726,6,78.2,18.7
32071,2.3,84.1,12.6
95335,0,100,21.9
53580,7.1,89.8,18.9
97523,6.4,86.7,16.6
30115,10.9,93.4,35.9
71631,0,75.9,2.7
27302,9.1,91.3,30
57238,1.2,91.8,13.4
27916,10,92.7,20.2
24088,8,79.1,18.2
61742,16.8,100,38.8
02169,16.8,90.1,42.9
34482,4.5,80.5,15
78943,6.2,83.9,18
54149,4,86.4,15.3
29932,0,91,4.5
95587,0,100,39.2
33160,19.1,93.9,43.1
53959,6.6,90.3,20.4
87311,1.5,68.2,5
57553,6.8,92.6,15.5
84338,5.7,93.1,20.7
49644,5.6,86.2,12.6
26175,5.7,90.7,18.5
01770,43.5,98.8,82.9
24281,4.1,69.5,8.9
44134,6.5,91.5,20
71449,5.9,86.6,17.1
08048,14,95,41.6
01949,16.2,92.4,40.1
84653,11.8,97.3,37.4
44070,9.5,92.1,29.8
89415,6,87.2,16.1
39819,10.5,81.8,21.2
60422,32.5,97.3,60
98279,23.7,99.4,52.3
50060,5.9,87.8,14.7
82923,0,100,33
25506,4.3,73.9,5.1
25124,8.8,83.4,20.4
24483,0,85.5,4
99338,17.8,96.3,45.3
61068,5.2,83.3,16
07981,19.6,92.7,47
03607,10.6,96.5,34.3
48818,4.2,88.3,10.6
68466,3.3,88.8,9.9
83623,1.3,85.4,13.6
01475,7.2,88.5,19.2
91203,10.5,84.2,33.3
78242,1.7,63.8,7.4
13859,0,85.5,0
89031,5.1,86.9,17.7
36426,5.6,80.7,15.1
32095,14,91.8,40.1
17362,7,91.3,21.8
41571,1.7,64.7,5
11694,17.3,88.7,40.6
27050,6.8,90.4,24.5
96134,2.9,68.4,12.5
92551,3.4,72.6,12
95472,18.5,94.2,45.5
01534,19.8,94.1,38.9
13664,6,89.2,20.9
36522,2.5,81.8,10.9
92128,25.3,96.8,60.1
63868,0.6,63.1,2.7
60178,14.2,94.9,36.7
11704,8.4,89,24.6
44235,4.7,74.2,22.7
21791,10.6,90.8,25.6
01718,43.6,100,86.8
45658,3.8,62.9,9.3
73749,5.6,98.3,27.3
82601,7.7,92.5,20.9
92055,0,100,9.3
55787,5.4,87.8,20.4
49643,8.1,92.8,21.3
60402,6.7,79.7,21
57638,6,89.7,18.4
87113,18.2,92.8,44.1
77625,7.2,86.3,14.1
98031,8.1,86.3,26.7
65754,8.9,92.6,25
34607,7.1,90.1,21.5
23843,3.5,77,15.1
95122,3.7,61,14.6
34956,3.4,59.2,8.6
43543,5.1,87.1,13.9
53012,20.4,97.7,52.2
60660,21.5,90.3,51.6
74543,2.6,84.1,4.8
58042,4.2,97.4,36.9
90038,6.7,72.7,31.3
61468,33.3,100,33.3
23882,7.9,80,18.9
54768,2.6,85.3,9.5
19095,23.8,92.1,50.4
25313,9.4,90.8,31.2
55803,15.1,96,39.9
27040,12.3,93.9,38
60410,9.9,96,26.6
21704,23.6,94.1,54.2
72841,0,66.7,0
43768,4.1,95.4,11.6
52251,3.5,87.6,9.4
51248,3,90.2,18.8
48187,19.7,95.1,48.4
60169,15.4,89.5,42.1
71223,5.8,61.3,12.5
98631,7.7,88.9,19.5
39669,9,72.1,18.9
27910,4.9,81,17.1
47954,2.8,92.5,15
80736,6.2,91.2,32.8
80023,26.5,97.9,64.2
37341,7.3,90.1,20.1
33909,4.4,88.3,17.9
79065,3.1,79.9,13
26426,7.2,84.3,21.5
76650,6.1,78.3,16.5
07040,30.4,95.1,63
56001,13.3,94.5,36
74801,5,84.4,15.9
78704,21.8,93.6,63.7
30533,13.1,85,29.1
54539,11.4,91.6,26.4
06268,32.9,93.6,56.1
04286,78.7,100,78.7
62625,7.6,96.3,33.6
28365,4.7,70.2,15.1
68015,5.8,95.2,18.2
30314,7.3,81.7,19.1
15007,0,100,18.2
61465,2.9,92.9,11.9
85901,6.9,90.7,18.7
52645,3.5,95.2,17.8
29445,6.5,89.2,22.9
05037,31.2,99.3,62.8
72729,0,75.5,10.7
17057,5.8,87.3,21
14721,3.4,100,7.9
99553,4.5,79.9,11.7
73537,2.9,86.5,12.5
34797,16.5,100,25.6
81008,9.7,93.5,28.9
10954,17.7,90.1,46.7
53221,7,86.5,21.9
67354,0.9,90.9,6.6
04735,5.5,83.2,14.4
17370,6.3,91,18.7
62833,5.5,89.8,25.5
78861,4.9,83.4,13.8
16037,10.2,95,31.2
48854,12.2,94.9,31.9
02347,12.5,94,35.7
02657,20.7,95,48.8
07843,6.8,94.1,27.4
35610,4.9,84.6,11.3
52048,1,93,4.7
45232,4.9,81.4,14.9
58579,4.6,89.1,20.1
16802,13.5,100,63.5
25239,9.5,87.1,18.3
56546,2.9,92.6,25.7
43442,4.6,86.4,14.4
62922,6.8,93,19
63538,11,92.7,26.1
17529,4.8,57.9,16.1
82215,13.8,96.4,36.2
05829,4,88.1,23
57384,6.1,93.4,20.9
76671,4.4,79.6,12.2
78635,0,100,0
24086,10.6,55.9,15.1
75661,3.8,80.8,19.7
15052,4.8,94.3,19.2
52227,6.8,96.5,28.7
53582,5.4,92.9,20.2
23306,20.4,91.6,26.6
68423,4.4,95.3,28.9
08558,41.1,99.3,77.9
57221,1.3,87.8,9.9
47929,4.5,95.3,19.9
99704,0,100,0
49738,6.1,88.1,19.5
72425,1.8,57.3,4.7
92394,3.8,77.6,9.6
49203,8.4,90.3,23.7
62444,2.3,97.7,24
20019,5.5,84.2,13.8
64088,7.8,91,18.6
84775,24.2,82.2,44.9
64484,2.7,93.1,11.4
59240,0,100,15
72638,2.2,77.2,14.2
78612,6.9,82.5,23.8
68757,4.9,90.2,15.7
07424,13.2,92.1,36.5
93645,11.7,87.7,37
98391,8.2,94,25.2
85028,21.4,96.5,52.9
97351,6.7,84.4,20.6
80022,5.7,76.9,18.5
29936,4.5,82.6,13.9
46759,4.4,87.2,7
02152,12.8,94.4,35.9
96782,7.6,92.5,26.9
27874,1.7,75.3,10.4
79034,3.5,81.5,20.4
02576,6.5,86,21
13795,10.5,89.2,18.1
91321,8.3,80.1,25.7
48701,2.8,90.4,9.1
27973,2,79.6,10.9
27317,3,78.5,13.7
74437,4.2,84.3,12.9
62702,5.8,86.3,18.7
33881,5,80.6,16
04471,4.9,92.2,15.9
07974,30.5,97.8,67.1
22902,24,87.7,47
61459,7.9,84.5,12.3
12865,12.1,91.7,27.8
27615,20.4,95.6,59.9
53813,7.4,92.1,18.7
46173,5.1,84.1,15.5
73432,5.1,85.5,21.1
49921,12.4,91.7,16.6
99504,10.7,92.4,29.9
35559,0,100,0
54623,10.1,95.7,27.8
72353,0,100,0
45826,10.3,97.5,20.9
80435,12.2,91,39.5
66528,3.9,89.2,12.4
97357,14.2,92.2,39.7
66622,0,100,16.8
29803,19,94,44.5
96826,11.5,88.6,34.7
68448,5.2,84.4,24.7
68640,9.3,93.5,19.7
54020,8.2,94,25.8
24347,4.6,86.2,10.7
55741,4.3,96.7,19.8
65566,2.6,83.7,18.4
07926,0,100,100
26056,3.5,100,20.9
06043,22.3,94.5,48.7
03038,8.8,95,29
26560,0,85.2,16.7
94610,33.1,94.5,68
25621,5.9,75.5,11.6
46148,6.1,90.5,17.1
32141,6.5,89,15.1
51351,5.6,92.1,22.3
78676,18.5,94.8,42.9
95817,13.3,84.9,38.4
58737,13.5,91,17.3
76870,3.6,90.4,18.1
99170,7.8,95.6,25
46932,7.7,95,16.4
44441,7.5,94.6,27.7
19802,8.5,85.7,20.3
33149,34.9,98.6,74.4
96116,0,100,0
51553,6.3,96,25.9
93241,0,33.1,1.6
61567,7,87.8,10.5
40356,11.4,85.8,27.8
97030,6.5,86.4,21.6
05874,12.2,91.2,26.6
30474,8,82.2,19
47857,3.5,85.8,8.1
36603,2.9,70.6,8.7
60449,8.4,95.5,27.6
41265,5.6,88.3,14.7
22534,3.4,80.8,9.1
52054,5,90.7,19
97722,0,98.4,18.8
73542,4.2,75.5,15.2
12416,32.1,87.7,32.1
68524,5.1,94.1,23.5
61075,3.6,94.1,17.4
78255,25,97.2,56.6
62633,1.9,93.9,11.6
54166,7.6,91.1,17.8
78628,15.4,95,42.1
27298,4.2,82.5,15.1
94558,12.2,83.4,33.6
80910,4.6,83,15.4
58270,7.1,87,18.8
36866,3.4,88.7,14.1
37871,6.4,88,20
96009,2.1,92.3,6.3
35755,14.3,89.3,24.4
35052,3,63.1,15
41544,1.2,72.5,8
02109,33,94,74.6
10546,46.5,95.5,73.7
24433,0,45.6,0
69156,6.2,95,15.3
19076,7,90.7,26.2
66942,7.1,96.1,23.2
61425,0,88.7,21.7
42163,0,100,0
45219,18,88.1,38.6
23461,0,100,59.3
97056,7.3,92.6,24.2
82711,0,100,19.2
73931,6.6,86.4,24.1
59867,0,100,29.7
29832,7.2,76.4,13.6
14825,11.2,95.3,18.6
60464,17.2,94.2,43.9
93665,0,55.5,11.9
56316,3.7,90.7,16.6
13739,9.3,88.2,30.6
67674,0,91.1,0
08536,37.8,96.5,75.7
53946,4.4,87.7,16.9
72085,0.7,71.3,3.5
08755,12.4,89.3,30
57262,6.9,85.3,17.4
83543,7.4,94.4,24.6
37658,3.4,77.6,10.7
72340,0,78.9,10.5
64633,6.9,84.2,19.6
11212,4.1,76.1,13.6
19123,21.9,90,52.5
99019,18.1,96.2,50.3
66617,6.9,94.5,25.3
75644,6.3,84.2,15.8
01026,18.2,97.8,42.5
57724,8.9,89.7,28.1
15327,4.4,74.9,11.1
83025,5,100,73.7
75707,10.7,92.1,31.5
11727,14.2,92,34.1
15750,0,80.6,0
48067,24.4,96.3,58.5
56142,3.4,89.3,19.1
45760,4.5,79.5,10.4
62092,3.2,88,10.9
97102,21.3,91.4,21.3
11577,33.5,95.2,66.8
63870,2.4,59.4,7.8
14856,0,69.5,0
75180,1,57.5,6
71356,0,73.4,5.5
49770,14.4,95.1,36.3
33458,16.4,91.9,44.5
15428,6.7,92.2,14.9
48422,3.4,86.2,11.5
86033,5.5,81.4,13.7
97037,4.3,93.1,14.6
88342,0,53.8,0
15334,0,94.3,10.5
76454,0.4,78.7,9.8
37332,7.7,81.8,16.2
80131,6.3,91.1,15.1
83554,0,82.7,7.6
49344,5.6,90.8,18.5
70082,8.6,74.9,10.6
14543,18.7,96.8,42.4
38863,4.8,78,17
45761,13.4,90.9,23.1
77964,5.6,85.5,17.6
49955,0,91.8,17.1
80734,6.3,86.5,20.5
07661,25.1,94,57.4
28270,23.4,96.9,63
92130,46.6,98.4,79.2
40830,14.4,92.3,14.4
99782,0,80.9,3.6
16656,2,82,7.8
17960,8.3,92.8,19.6
35224,1.5,88,12.4
31096,4.4,75.1,9.7
79035,4.1,71.7,18.2
27306,2.2,75.4,9.4
28533,0,100,8.2
35901,7.6,81.8,18.6
