zip code,graduate_or_professional,highSchool_or_higher,bachelors_or_higher
14150,11.2,92.8,28.7
76207,10,90,37.3
01588,8.5,92,30.8
59735,5.1,91.9,17.8
32102,4.9,80.6,16.9
42338,0,100,0
44626,3.9,93.1,13.8
27043,5.7,82.9,17.8
06870,41.8,98.4,77.3
96071,0,100,19.1
79905,1.8,57.1,7.2
28777,6,82.2,16.2
05071,31.4,100,40
48607,3.8,62.9,11
50586,0,94.2,11.6
79255,2.5,74.8,23
68512,16.4,97.3,47.4
50484,1.1,89.8,12.7
12515,8.8,91.7,32.2
75501,4.2,85.5,14.1
21132,11,94.1,29.4
76067,3.5,82,13.5
97867,5.6,86.8,22
13844,0.2,81.7,7.5
96115,0,93.4,14.6
22641,0,79,11.7
67442,0,90.6,4.4
45052,12.1,93.1,29.5
61776,9.5,94.4,28.6
21561,7.9,93.4,22.2
68715,8.4,94,27.6
69042,0,97.3,0
68365,0,97.2,18.1
95623,8,95.1,27.2
16232,7.4,87.6,19.4
65259,4.8,88.9,13
08050,9.9,93.2,33
83809,15,100,40
42740,4.4,95.4,18.5
90069,22.7,97.8,66.3
27559,7.3,79.2,23.2
95932,6.5,76.6,22.2
79011,8.1,82.1,22.5
61489,4.3,92.6,16.7
50075,1.4,91.6,29.2
72101,2.4,73.5,12.9
67672,7.8,93.3,24.6
50655,8.1,95.7,26.3
76063,12.3,94.3,41.3
98579,4.7,90.6,17.7
03588,6.9,90.6,18.3
48748,2.9,89.2,10.5
44105,2.9,78.6,9.9
28554,0,95.8,16.1
74565,6,90.4,15.8
86039,4.7,77.1,8.4
72210,14.6,91.6,37.9
38603,4.4,66.4,12.2
50055,5.5,95.7,14.2
30740,6.5,83.8,19.4
35594,5,85.1,18.3
90713,8.8,91.9,28.4
12188,9.1,92.3,29.4
15925,0.9,94.7,8.8
70503,16.8,96.4,51.3
38241,3.5,84.9,16
48059,9.2,90.6,22.5
72175,2.8,82,12.4
07856,17.4,97.6,42.5
85367,6.1,88.4,18.1
84734,0,91.3,6.9
28301,5.5,80.9,15.5
26845,2.1,69.4,11.3
40845,0,63.1,4.7
79014,3.3,76.3,23.2
98330,0,60.9,0
65047,9,93.7,25.4
41826,3.5,85.6,12.2
98444,3,81.8,13.5
51549,8.4,93,19.1
72730,11,91.4,32.1
45684,3.3,84.1,9.8
02056,20.2,92,52.1
24860,3.6,49.5,3.6
23604,7.2,99.2,19.5
15028,5.6,91.6,12.1
62001,4.2,93.3,23
60558,35.6,98.8,78.1
80921,28.5,97.1,61.4
15662,0,100,0
70344,2.9,66.9,7.3
19979,2.3,91,22.1
89433,2.6,71.8,9.2
44021,8.2,81.3,21.2
90720,20.6,94.1,51.7
18014,7,89.9,18.5
53536,6.8,95.5,25.9
93220,0,34.9,0
48030,3.4,82.5,12.6
45770,0,72.5,8.8
50167,3.3,96.9,23.3
16222,2.7,83.3,12.6
04573,12.8,96.2,42.9
00723,3.8,70.6,16.3
25270,8.9,86.2,17.8
51447,5.9,94.7,11.8
91352,3.6,64.6,16.2
50141,0.8,93.4,17.4
28083,4.1,81.6,14.9
95035,18.3,87.9,46.4
38947,11.4,84.8,34
08070,5.9,89.4,18
17090,3.5,86.9,12.1
48444,4.2,81.4,14
17006,4.3,81,7.5
25252,5.7,86.6,32.5
42327,8.7,87.9,15
92571,2.8,67.5,10.3
95360,1.4,74.9,8.6
85037,4.2,71.2,11.3
23163,25.5,79.6,25.5
39746,6.6,86,20.8
13654,5.3,76.7,12.7
29726,3.1,82.8,11.3
43026,18.5,95.1,50.7
61864,10.7,97.6,32
71450,2.4,90.1,15.7
24888,0,80,10
97864,2.1,86.2,5.5
62266,0,100,11.2
57620,6.3,94.9,15.5
47456,3.3,90.6,6.2
17572,2.1,62.8,12.8
91311,13.5,91.2,38.7
45338,4.1,93.2,15.3
16020,3,88.1,14
48502,3.4,75.5,8.6
11568,42.6,98.2,75.8
54616,3.5,85.3,14
16670,0,100,9.7
21702,18.9,90.2,40.2
14623,15.3,87,38.2
76711,3.3,64.8,11.9
91722,4.8,80.7,20.6
64401,5.9,94,21.1
67667,3.1,92.2,13.3
84061,12.2,100,45.7
12953,7.9,80,15
99655,0.5,73,16.8
56222,2.5,88.2,13.2
81039,5.6,90.8,14.9
58769,0,91.5,10.4
06424,17,94.9,38.8
48178,16,94.8,42.3
31749,4.3,83.8,11.6
80530,7.4,93.3,31.8
83611,9,92.1,29.1
76266,7,90.2,23.6
54449,13.3,92.5,29
25132,0,100,0
55434,6.4,93.3,23.2
55718,4.6,94.3,22.7
06811,16.7,91.5,38.4
04671,16.6,90.3,23.6
28617,1,84.6,15
83433,0,100,0
11957,13.3,95.2,31.6
31309,0,92.4,13.7
73010,5.8,90.2,21.7
42254,2.8,86.8,9
07848,10.3,89.7,30.1
41607,10.5,71.2,23.4
54911,9.1,91.7,29.9
00968,30.1,94.6,68
06447,21,96.6,49.4
28120,7.2,87.7,23
56572,7.4,86,23.3
38625,2.8,82.4,4.3
44491,2.3,66.3,9.4
73162,13.1,94.7,39.2
62446,0,83.4,8
37160,4.1,80.3,14.2
78218,7.3,82.6,20.8
90222,1.2,57.7,6.7
48040,10.2,93.6,27.6
17055,15.3,94.5,39.5
13656,6.2,89.5,14.9
43085,23.9,96.8,61
46570,1.2,80.2,15.9
41558,2.3,67.1,9.4
55395,5.2,93.7,16.6
66223,27.6,98.7,69.7
96074,1.4,76.9,2.7
73728,7.8,89.9,27.1
53034,3.1,93.1,14
99926,3.7,91.8,11.2
68929,1.7,87.6,15.7
04421,35.8,97.8,61.1
18248,6.6,92.7,6.6
94502,24.3,93,59.2
59276,0,100,0
54806,10.6,93.5,25.8
55006,3.2,88.8,11.4
88038,0,92.4,18.1
08735,19.6,95.1,44.8
88119,5.1,86.3,10.9
84733,0,100,12
05401,23.7,90.1,56.4
56762,6.2,89.2,24.7
14546,14.1,95.3,33.4
26170,6.6,88.3,13.9
17077,0,100,0
48021,4.8,87.3,15.2
02668,20.5,98.2,43.9
19043,6.1,90.7,20.3
78717,23.6,98.2,61.3
04419,5.3,89.5,18.1
16401,2.4,83.6,8.1
14541,5.4,71.7,12.6
27582,2.3,88.7,42.1
97479,3.9,89,13.9
92091,22.9,100,66.6
19143,9.1,84.5,22.5
50634,1.3,93.1,12.1
18331,4.1,70.4,10.6
25915,1.1,38.9,2.1
27104,25.3,95.7,54.9
14853,0,100,100
62264,4.7,88.6,11.9
53040,5.3,92.6,21.1
48432,3.1,89.6,11.2
67205,18.3,95,50.3
15433,6.5,92.6,17.7
63136,3.9,83.4,11.2
01088,7.8,89.4,32.3
45307,1,84.3,6.8
89833,10.5,63.2,27.2
75143,4.3,79.8,15.9
26810,1.5,82.4,7.8
29928,21.7,94.6,57.2
06058,20.5,91.9,43
68420,5.5,88.6,14.9
96853,0,100,10.1
25267,8,82.5,13.3
56016,1.9,88.8,11.9
11714,14.3,93.1,38.9
13659,2.8,83.9,11
54621,7.1,92.7,20.8
85054,19.3,97.5,61.7
60516,19.7,96.9,51.1
25922,7.9,80.8,25.8
21658,17.2,89.5,42.3
71052,3.6,78.7,10.7
28086,5.2,86.7,13.1
54659,4.2,82.3,10.1
12993,13.5,85.9,30.3
93223,0.6,58.7,2.8
00971,7,70.3,24
65660,0,80,0
98353,0,100,100
10994,24.9,94.6,50.5
46214,7,87.9,21.1
46035,4.6,87.3,10
75849,0,86.3,1.4
97884,3.7,86.6,11.2
95984,0,100,0
65778,7.7,86,9.7
30633,6.9,83.8,14.8
07044,26,96.9,61.1
48885,1.4,87.9,14.7
15671,5.5,98.2,27.7
37338,2.4,79.9,8.2
37873,2.3,77.6,9.2
89311,12,89.3,57.3
48088,6.6,90.9,21.7
49320,0,77.4,0
17507,0,54.3,0
44703,6.8,83.9,13.1
46501,5.3,86.7,15.1
57706,2.2,99.1,22.9
72311,13.3,76,26.7
11970,0,100,17.3
45831,1.7,89.5,10.3
47967,1.1,86.9,11.3
92504,6.5,81.1,17.4
08110,4.1,81.5,15.2
28023,3.7,85.5,17.2
55129,26.8,98,60.9
20778,11.8,93.9,36.3
36611,5.6,81.9,12.8
33472,16,97.4,40.4
73620,1.8,89.3,14.6
45782,2.5,79.4,8.8
38357,2.8,76.9,9.2
87013,3.4,65.1,10.5
73481,0.8,87.4,10.5
46017,5.4,90.9,15.9
12762,7.5,75,25.3
75650,7.9,91.3,23.5
77388,11.9,91.2,35.7
93551,10.2,88.9,26.9
26263,23.3,88.4,40.5
12736,5.7,83,13.2
53916,6.5,90.5,18.9
86314,6.9,86.5,19.2
25064,9.6,92.4,24.5
17368,6.3,87.3,18.9
14858,2.9,88.2,16.4
54642,6,91,18.2
53083,9,95.9,29.9
48831,2.5,89.8,12.2
16728,0,71.2,17.3
37322,3.8,82.3,7.8
45875,8.5,92.4,22.3
95482,8.4,83.7,23
86512,1,72.9,5.3
11947,0,93,25.9
77583,7.1,75.3,19.5
22205,47,95.3,79.2
87062,3.6,74.4,6.4
52552,7.6,94.6,14.8
42374,0,88.1,13.8
98262,14.4,97.1,40.2
67210,5.5,75.5,17.7
25632,15.7,79.2,15.7
57355,4.3,80.5,20.3
78383,7.4,79,15.5
81221,0.4,78.5,9
54459,4.3,92,15.6
28723,16.9,90.7,38.9
68718,5.7,91.3,20.7
54862,3.1,85.9,10.4
61478,5.3,95.1,24.8
83648,8.4,98.6,23.9
56090,4.8,95.2,16.6
67227,8,86.4,35.7
32118,11.5,91.7,32.6
14727,9.2,92.9,20.1
32040,2.6,89.2,13.2
28778,6.6,87.4,27.8
04932,7.6,90.6,29.5
73127,4.5,81.9,16.6
91210,18.3,100,54.3
29346,0,88.7,12
81143,5.2,87.6,19.9
62987,2.6,85.8,5.9
73755,0.6,87.8,3.5
14425,15.2,95.9,39.9
81123,8.3,78.6,20.3
22937,4.3,78.5,14.6
19530,11.6,87.3,27.6
93424,19.2,100,37
68137,11.1,95,32.6
19426,20,94.4,49.4
17945,0,82.2,1.7
15104,3.7,87.8,10.9
18344,9.4,87,24.1
05464,9.4,97,36.6
12851,11.3,82.9,23.8
16226,4.4,93.1,15.3
97204,7.1,77.7,19.6
64112,35.8,97.6,76.3
24520,9.8,79.7,21.9
52159,2.4,93.6,21.5
37801,7,86.9,22.3
36804,7.5,86.3,20.4
56672,4.8,91.5,17.5
67839,5.5,94.3,22
28383,3.2,77.7,10.6
97048,5.1,89.6,15.3
57223,4.1,91.9,25.4
17936,10.8,94.7,17.8
50853,2,95,16.1
71467,2,78,3.8
80235,12.8,93.8,36.1
73932,4.3,84.4,20.8
40010,13.8,91.1,43.2
41669,1.5,74.8,9.3
84123,7.6,88.1,25.5
31016,7.8,78.6,11.7
94002,32.4,95.6,61.4
68940,1.8,86.1,19.7
45694,10.3,89.7,19.4
65446,0,77.5,15.3
04623,4.8,89,28.4
97503,2.3,79.9,8.2
04474,10.1,93,30.2
50127,0,0,0
45820,2.5,87.1,9.4
03908,15.9,94.7,46.6
30607,7.1,73.2,20.8
93928,0,100,40.8
30667,8.6,81.6,20.2
44503,2.3,81.9,7.2
46562,5,84.9,12.3
67053,8.3,91.5,23.7
14706,13.2,93.2,28.3
16664,5.4,84.2,14.6
48414,3.4,91.2,12.2
71423,5.7,82.1,16.5
84649,4.2,98.8,24.6
92264,16,90.9,38.7
03449,27.8,97.7,54.7
16156,7.6,88.7,20.4
39175,7.6,82,19.3
30045,10.7,90,35
45356,5.4,88,14.2
72670,34.7,100,74.3
40162,11.7,91.8,25.6
58731,3.1,91.8,16.4
18512,11.1,93.5,26.8
97341,10.5,89.6,30.3
40140,0,61.3,6.6
04936,12.2,98.5,25.2
31650,2.9,75.3,6.9
71452,0,97.1,70
84736,0.7,87,12.3
78008,12.4,32.4,32.4
77545,12.2,83.9,31.4
16635,7.3,92.9,23.3
37721,5.8,88.5,15.6
40979,0,68,0
02907,3.9,69.3,14.1
48433,11.2,94.5,29.7
32061,0,62.6,9.4
29860,13.9,85.7,31.2
32442,3.7,76.4,11
13901,10.1,89.8,25.7
32176,13.7,93.3,31.3
97080,8.8,89.8,25.5
41074,7.9,82.8,17
97089,11.8,95.1,32.2
15564,2.3,77.3,13.6
06382,8.5,86.6,19.7
30016,6.6,86.8,19.6
82630,0,75,26.9
17560,2.9,81.7,11.3
16803,35.5,96.9,68.1
76104,4.1,66.1,11.6
64424,4.3,80.7,17.1
36376,3.8,78.6,9.2
72958,3.3,77.5,8
37938,10,92.2,27.9
49040,4.2,79.7,18.3
70032,2.6,88,17.4
74347,2.8,82.3,12.1
78050,0,54.2,10.8
51250,12.8,89.5,38.4
77481,0,100,0
56757,5.6,79.9,20.3
76905,6.9,83.1,20.6
75039,31.9,97.8,71.6
48334,23.5,92.6,52.6
49444,4,88,11.8
37342,4.7,84.2,12.3
93010,15,90.4,38.8
55425,10.3,86.2,29.1
29069,3,77.9,11.6
78046,1.1,55.3,7.3
61081,8,89.9,20.2
57325,9.9,93.9,29.2
84622,0.8,86.4,9.5
95429,0,94.4,10
54448,5.3,92.7,19.8
59075,10.2,95.8,18.6
98811,0,100,0
82336,0,96.4,6
46234,13.7,91.9,38.5
37101,6.9,77.9,15.3
27544,1.2,80.7,16.9
26075,0,87.1,12.1
58639,11.9,96.8,30.3
47858,7.3,91.7,27.6
06405,20.4,94.4,43
75494,3.7,82.3,14
45102,7.7,87.4,23
57071,7.1,98.4,35
87121,2.9,74.7,11.5
24945,15.6,79.5,23.2
59262,2.4,96.2,25.3
88325,8.8,97.7,23
23294,14.7,90.2,40.1
60007,11.4,93.6,33.8
79033,0,54.8,34.2
49096,5,89.5,12.5
07753,9.5,91.4,30
98813,1.3,56.2,5.4
37852,4.4,72.9,8.2
05089,8.4,91.1,31.1
20724,20.8,90.6,41.5
20011,20.1,85.1,40.3
98424,7.1,88.8,24.5
63472,0.8,72.3,4.7
95692,6,86.8,16.9
51525,8.9,94.8,23.9
40359,3.2,85.6,10
75977,0,86,0
25862,16.9,63.6,46.8
31816,4.2,84.4,11.1
13690,7.4,81.1,13.4
48462,10.8,95.2,28.2
02540,29.8,94.8,54.6
31784,7.1,85.4,9.6
47834,6.1,90.5,16.8
46743,4.5,77.2,15.8
96108,0,100,0
59864,4.3,89.1,20.9
33324,18.2,94.8,44.7
17762,6.6,95,15
82225,3.6,89.3,16.4
67764,1,93.6,16.1
35592,6.1,82.9,17.9
71366,2.2,76.2,12.7
07870,57.1,100,100
58316,2.2,83.5,20.7
81125,3.2,64.9,15
33510,7.3,92.2,26.3
67701,7.8,95.5,24.8
02802,3.3,93.2,31.1
45424,10.5,92.8,25.5
19731,5,62,5
49130,6.3,87.7,20
24440,5.1,85.1,15
53540,1.6,83,6
78067,11.5,61.1,18
35963,1.7,71.7,7.9
29229,18.4,96.2,45.4
63565,6.7,91,19.4
77707,7.6,87.4,23.7
95002,7.1,80.2,14.8
62841,0,82.3,1.6
89122,4.3,81.8,15.4
29720,5.7,81,14.4
63353,4,86.4,13.6
71752,1.7,87,13.2
76475,12.9,83.6,27.7
33545,11,92.7,34
11764,23.5,97.8,45.9
75240,10.2,71.9,30.1
82054,1.9,82.3,10.7
79366,20,97.5,52.2
02071,4.8,83,25.4
45716,5.6,84.4,10.6
73449,9.3,83.7,19.5
72140,1.8,87.3,22.4
56568,1.5,78.7,2.9
12790,9,88.8,26.3
61342,5.5,83.3,16.2
14416,8.3,94.7,21.6
91915,10.6,92.9,42.8
95765,16,97,47.6
54141,2.8,90.3,19.2
51546,5.3,95.6,21.5
38645,6.7,82.1,18.4
35903,6.2,80,14.9
68792,3.1,95.1,14
78873,7.2,74.6,18.3
71665,5.5,87.4,16.6
08093,5,90.7,16
24981,9.9,100,18.3
44001,7,92.6,22.7
29420,9.8,91.1,32.1
77365,7.6,81.1,21.3
53185,8.6,94.9,30.9
56680,9,93.2,27.8
76643,10.7,92,32.6
45805,9.8,92.2,23.8
45171,3.9,89.1,16.3
12569,14.4,91.6,31.1
97813,10.7,89.5,25.7
42748,6,82.8,12.8
54301,11.7,91.8,34.7
78728,11.1,95.3,43.5
43217,1.8,85.9,5
70668,3.1,75.2,12.9
25617,0,85.9,11.8
58481,3.5,90.9,26.5
73002,3.4,85.5,12.7
59318,2.2,95.7,16.3
00601,3.1,63.9,18.1
27315,5,76.7,13.4
62672,2.6,83.9,12
38301,4.7,83,15.1
87521,3.1,56.6,8.6
75002,14.8,93.5,46.6
99727,2.4,85.7,7
54455,7.3,95.7,25.7
64847,1.5,60.6,7
08078,7.1,87.5,25.1
49271,4.4,85.9,9.7
32809,4.6,80.3,17
91505,12.2,92.7,41.9
83813,9.1,87.7,19.3
15902,3.7,87.9,12.2
58380,2.3,95.4,16.2
63857,6.2,76.2,16.5
65320,32.4,100,67.6
43320,4.4,95,11.3
25204,0,81.6,3.4
55334,3.1,89.1,15.5
32312,29.3,97.3,62
49868,5,90,14.9
62550,7,91.5,23.7
74134,6.3,83.7,21.9
39664,6.6,87.2,14.9
27845,1.8,79,12.1
64735,5.9,87.9,18.6
10532,21.8,90.8,45
16879,0,90.7,7.3
40484,6.5,83.3,15.7
16116,6.3,87.1,19.5
29640,4.3,81.2,14.3
45840,11.2,92.2,30.4
61080,6.9,87.7,19.2
26351,8.8,81.2,18.3
12570,19.7,95.2,40.7
13682,11.1,89.1,19.1
43907,5.4,86.4,12.3
49968,5,92.9,16.7
63874,1.8,84.2,7.5
97355,4.3,91.1,17.7
30248,7,88.6,24.3
32754,6.2,89.3,19.3
44425,7.8,93.6,24.6
24531,6.1,84.4,14.9
64648,2.4,57,6.1
80902,6,97.7,18.9
73027,8.1,94.5,27.9
21654,32.2,99.8,62.4
37716,7.3,84.5,18.7
05301,20.3,92.8,40.8
88430,0,100,21.3
14475,16.8,93.7,58.1
96007,3.5,86.2,11.9
11206,6.7,72.2,26.7
95542,3.7,89.3,17.7
32131,8.1,84.5,18.3
46342,5.7,88.6,19.7
74957,5.7,82.7,16.6
01543,17,98,45.1
56715,1.6,91,12.7
55344,19.8,93.8,56.1
85545,0,77.4,9.5
58467,4.7,89.4,17.9
67450,4.3,93.5,19.2
61476,2.8,95.7,7.7
74834,4.3,88.6,15.9
73734,3.4,86.5,16.9
27701,20.1,76.3,39.1
18818,6.2,89.5,18.7
57585,8.2,87.7,19.9
01506,8,87.3,30.9
27325,3.2,77.6,10.7
80438,4.8,87,29.3
57433,6.9,95.1,22.2
48076,19.3,92.1,42.8
48825,8.9,100,44.3
95941,9.3,81.2,24
71209,0,100,0
56122,6.4,81.4,15.3
56045,2.7,92.5,14.8
12449,8.5,89.1,22.4
77876,0,74.6,5.3
78404,10,75.3,23.3
64081,18.3,96.2,45.1
07422,10.8,95.9,32.1
68978,9,90.7,18.8
12423,10.9,92.1,22
27052,2.8,82.5,11.2
12433,41.6,100,73
48179,9.5,89.4,20.9
05485,0,100,0
12077,32.5,96.1,54.2
21044,34.7,96.3,67
08102,0.2,55.7,6
48879,7.1,92,21.6
56461,8.3,93.2,25.6
25857,0,77.2,7.9
43788,4.6,79,12.1
62827,4.4,81.9,12.2
84328,12.5,98,36.4
94972,0,50,0
40031,9.2,89.6,25
12847,15.4,94,32.7
33617,12.2,90.2,30.6
32202,7.9,75.8,20.3
49645,4.1,87.4,12.7
54170,4.3,91.9,16
43777,3.6,84.1,6.4
17701,9,89.4,24.2
07738,28.1,96.3,55.1
18980,20.9,98.5,52.6
77024,35.4,96.9,75.8
57345,3.2,93.3,19
14719,6.9,84.5,15
58063,6.4,92.2,25.2
97141,6.3,87.7,17.8
19138,5.4,85.1,14.5
84530,3.1,80.7,3.1
35133,4.2,88.1,11.5
65790,2.9,80.5,13.3
24318,4.5,81.2,10.2
46928,4.1,89.5,16.6
42025,8.8,86,20
52140,0.8,78,10.4
69147,5.7,97,22.3
33154,22.9,94.8,56.7
56342,4.4,89.8,14.2
97833,8.5,90.4,23.6
79364,3.9,82.7,17.3
95435,0,100,0
88030,5.6,68.2,14.4
92007,27.1,97.6,61.3
65711,5.4,83.6,14.6
67521,9.1,96.7,29.8
78260,20.2,94.9,53.7
08346,0,87.5,6.3
68789,0,89.5,24.6
72577,4.8,86.4,14.9
83637,13.7,96.2,30.5
12122,8.1,87.1,18.8
50063,6.8,97.4,32.6
38726,0.9,68.6,10.4
39638,1.8,77.3,8.9
16652,5.2,89.4,17.7
92647,12.2,88.2,35.7
45721,0,42.9,0
58402,0,72.5,0
91384,6.8,83,24.6
29836,2.6,72.9,6.7
12833,14.5,88.7,34.7
68068,7,95.3,18.6
07092,22.4,95.8,53.6
39815,3.1,72.7,7.4
66701,7.1,90.7,19.5
36849,0,100,0
97212,32.4,98.1,68.2
97910,3.2,97.1,16.2
46534,3.2,82.2,9.7
65281,5.9,86.2,14.1
62345,2.4,95.2,14.9
68020,4.5,85.7,12.9
42463,0,62.3,0
43219,6.7,86.9,23.2
18327,11,94,36.3
30553,5.1,84.5,15.7
63932,0.7,75.8,5.1
57032,10.5,95.7,42.6
66527,4.2,93,12.6
13406,7.6,89,19.9
67855,3.5,74.1,21.3
24822,0,82.1,2.7
49948,5.5,85.1,13.3
04101,17.4,90,44.4
46986,9.6,94,19.9
35645,10,88.5,22.7
33412,14.6,93.7,37.5
14838,4.1,91,17.1
95826,9.9,91,33.6
40014,16.9,94.7,45.2
44880,3.4,81.9,7.5
62208,15.4,93.2,33.7
43123,8.2,91.8,26.5
99116,9.5,91.3,19.9
37891,6.7,79.6,16.7
02122,8.8,79.2,25.2
92637,20.6,95.2,44
50836,3.2,86.3,9.1
04629,48.6,100,100
73569,1,79.5,6.6
28152,8.7,86.5,21.1
25201,0,0,0
49710,7.3,90.8,24.5
37405,18.7,92.5,49.7
01952,10.5,93,29.9
44118,27.9,93.7,53.4
95219,18.4,92.9,40.3
47946,2.5,91.4,13.5
75647,2.4,85.2,16
61841,4.1,94.6,18.2
24060,37.1,94.7,65.4
80611,9.4,91.9,24.4
97632,3.9,67.8,10.4
06350,8.2,73.5,8.2
21657,8.7,96,28.9
62979,5.3,90.1,16.7
01012,17.6,94.4,38.1
77616,0,90.6,8.7
37934,26.2,98.1,60.5
79530,2.1,85.4,24.5
03220,6,85.4,19.2
65063,5.3,92.8,26.3
47515,1.2,76.8,8.1
82050,7.6,72.8,10.1
97828,10.3,93.8,28.1
34714,3.7,91.7,23.1
32117,4.2,85.4,13.2
21013,23.6,97.8,55.6
05640,15,97,38
33196,10.3,90.1,35.5
33873,4.8,74.2,13
04562,18,95.8,35.3
53806,3.8,91.1,13.1
27253,6.4,84.6,20.9
90061,1.2,59.3,6.8
76885,13,100,20.4
56320,7.8,92.1,27.2
36112,30.7,100,30.7
76657,13.1,90.9,30.4
38581,5.8,79,13.6
15757,3.2,87.4,9.7
65583,11.6,95.2,30.5
01721,30,96.2,61.7
15559,5.3,85.1,11.7
10577,38.7,94.8,71.8
25864,0,77.6,4.9
05826,22.2,92.8,38.8
37727,1.1,72.9,5.5
86326,8,87.2,17.7
72860,2.8,88.6,18.7
50562,4.7,96,13.8
63369,6.4,93.9,13.6
62419,0.4,85.3,1.1
55390,3.3,92.6,20.8
97317,5.5,83.2,17.4
26767,6.7,87.8,10.5
04227,0,100,0
48084,33,97.2,68.1
55150,7.1,91.8,28.2
96710,3.9,85,18
42722,5.7,75.9,19.3
15644,7.7,94.4,25.6
29525,6.2,75.1,12.6
56143,7.2,91,22.9
94545,6.8,84.8,28.5
48152,14,93.6,37.6
34990,16.3,94.9,42.2
50524,7.4,90.7,16
24586,3.7,77.1,12.6
71935,1.6,73.7,3.2
11940,19.7,96.4,34.1
41204,9.6,81.9,11.9
27355,3.8,84,9.4
46554,5.2,92.3,18.6
66738,14.3,96.4,24.7
41408,2.6,55.6,7.1
83327,6.9,91.1,21
29631,34.1,95.6,59.8
97417,3.5,84.6,12.6
17767,0,88.2,0
56310,6.2,93.9,22.4
30810,1.9,73.6,8.6
49028,3.4,88,10
11215,38.3,92.6,74.5
67502,10.3,93.1,30.4
21716,8.3,90.8,30.9
72955,16.6,73.9,32.2
32328,9.5,84.9,24.9
62215,8.3,88.4,26.7
67490,9.6,95.6,23.7
63820,0,78.2,0
72945,0,77.4,5.6
68329,3.1,96.6,19.9
33321,10.1,90.8,30.2
47616,0,87,1.6
43358,2.5,87.8,14.6
92241,5.8,79.2,16.4
15237,23,95.6,53.7
65258,1,86.2,6.6
19026,15.3,95.5,41.4
98321,5.4,89.7,19
68108,3.5,63.1,15.3
98296,12.7,96,44.9
35649,28.8,93.2,76.3
99709,18.5,95.2,42.9
31561,0,100,67.5
03462,22.4,90.7,45.2
15034,4.6,95.1,23.4
77075,2.8,69.3,12.5
60463,17.2,93.2,41.8
68849,0,100,0
74137,22.9,94.3,57.3
83462,2.5,94.8,21.4
62269,20.6,96.9,46.1
11771,24.9,93.9,56.6
10803,33.5,94.8,63.3
49067,5.1,89.7,16.5
49116,35.7,83,60.2
53094,6,92.2,21.2
73145,12.9,96.4,39.9
85544,12.8,94.2,34
57324,1.5,97.9,20.1
35572,8.2,74.8,14
31836,5.6,82,15
74301,5,85.5,15.8
45828,4.5,92.4,16.6
38039,4.2,78.6,12.7
68746,1.7,89.5,18.2
43076,6.4,90.5,20.7
99212,6.5,91.2,21.9
86437,4.6,44.6,6.2
95724,0,100,100
80726,3.7,89.2,6.1
88256,1.8,77.1,6.9
21914,9.7,86.5,16
47638,4.7,95.6,18.3
87530,0,96.9,37
79526,5.3,86.4,18.7
11803,29.6,95.8,62.3
31709,10.7,82.1,21.5
83353,28.7,100,61.4
50147,3,88.2,8.5
11733,37,96.1,62.5
55407,14.1,83.2,40.6
28663,9.7,90.5,29
61482,5.2,96.5,14.6
78663,19.6,95,34.8
13122,6.4,92.7,18.5
54212,22.9,97.1,57.4
47465,1.9,86.9,10.7
68834,0.8,78,7.6
01905,4.6,77,17
12725,16.4,98.4,53.9
81019,11.6,95.1,30.4
38235,12.1,91.8,28.9
25422,9,88.4,19
47167,3.9,84.1,11.8
82327,5.9,90.4,12.8
58009,31.3,84.4,31.3
34212,15.5,95.1,43.8
02671,27.6,98.8,56.4
72714,9.1,96.8,29.8
64083,14.8,96.8,34.9
24747,3.1,73.7,9.9
68345,3.5,89.5,15
87577,7.5,78,18.3
61434,6.9,93.1,23
39045,5.3,71.3,13.6
02190,13.3,94.2,37.4
95468,9,84.7,20.7
52569,5.8,91.7,15.1
48642,17.4,95.5,41
07720,18.3,87.9,43.6
99605,66,100,66
01922,19.4,97.7,61.4
39474,5.3,78.5,14.8
37914,7.2,87.5,18.8
57386,1.6,80.2,9.1
33158,41.7,97,72.7
36010,4.2,75.4,12.9
16641,4.8,94.3,16.6
16101,4,87.9,15.5
19074,7.2,93.7,19.7
12534,10,85.2,23
36524,3.6,84.8,10.6
67330,7.4,94.4,21.3
71003,7.4,77.4,21.8
79241,3.4,73,16.3
66849,14.4,84.7,28.4
40062,2.9,82.5,2.9
27041,5.4,83.7,20.3
04547,8.8,91.8,23.3
68722,0.5,93.6,13.2
97375,12.7,77.7,22.1
15229,13.1,94.7,38.1
25541,6.6,88.4,21.5
12196,21.1,94.6,38.4
67460,9.3,94.3,30.3
17728,6.6,89.6,21.7
89018,1.1,72.7,6.2
14072,20.1,95.7,42.3
88007,11.5,81.6,29.7
42156,4.9,100,11
15562,10.3,76.7,20.7
83869,3.3,93.3,12.5
96726,0,87.6,12.3
15067,3.5,89.6,14.1
87051,3.3,71.7,9.3
77473,3.9,88.2,3.9
58477,0,88.4,10.7
38258,1.4,75.1,13.3
04255,13,85.9,32.3
56180,4.3,86,22.8
19403,19.8,94.4,45.1
21162,12.1,92.4,32.1
46360,6.4,87.4,18.2
93601,0,87.4,9.4
57634,0,90.6,37.5
99159,6.4,86.6,20.5
93033,1.3,55.7,9.1
21543,14.8,88.2,14.8
64658,4.4,89.5,16.2
51056,2,94.8,11.9
