number_of_fastfood,zip_code1,zip_code,county,state
4,77901,77901,Victoria County,TX
1,77904,77904,Victoria County,TX
1,77954,77954,DeWitt County,TX
1,77979,77979,Calhoun County,TX
1,78006,78006,Kendall County,TX
1,78023,78023,Bexar County,TX
2,78028,78028,Kerr County,TX
1,78041,78041,Webb County,TX
1,78043,78043,Webb County,TX
1,78045,78045,Webb County,TX
1,78064,78064,Atascosa County,TX
1,78121,78121,Wilson County,TX
2,78130,78130,Comal County,TX
3,78132,78132,Comal County,TX
1,78133,78133,Comal County,TX
1,78150,78150,Bexar County,TX
1,78155,78155,Guadalupe County,TX
1,78203,78203,Bexar County,TX
1,78204,78204,Bexar County,TX
1,78209,78209,Bexar County,TX
3,78211,78211,Bexar County,TX
1,78212,78212,Bexar County,TX
2,78216,78216,Bexar County,TX
1,78217,78217,Bexar County,TX
1,78218,78218,Bexar County,TX
1,78220-4743,78220,Bexar County,TX
2,78221,78221,Bexar County,TX
1,78224,78224,Bexar County,TX
1,78227,78227,Bexar County,TX
1,78238,78238,Bexar County,TX
1,78239,78239,Bexar County,TX
1,78240,78240,Bexar County,TX
1,78245,78245,Bexar County,TX
1,78249,78249,Bexar County,TX
3,78251,78251,Bexar County,TX
1,78253,78253,Bexar County,TX
1,78258,78258,Bexar County,TX
1,78288,78288,#N/A,#N/A
2,78332,78332,Jim Wells County,TX
1,78336,78336,San Patricio County,TX
1,78355,78355,Brooks County,TX
1,78362,78362,San Patricio County,TX
1,78362-4200,78362,San Patricio County,TX
5,78363,78363,Kleberg County,TX
1,78373,78373,Nueces County,TX
1,78374,78374,San Patricio County,TX
2,78382,78382,Aransas County,TX
2,78410,78410,Nueces County,TX
1,78414,78414,Nueces County,TX
1,78415,78415,Nueces County,TX
1,78418,78418,Nueces County,TX
2,78501,78501,Hidalgo County,TX
2,78504,78504,Hidalgo County,TX
3,78516,78516,Hidalgo County,TX
1,7852,7852,Morris County,NJ
2,78520,78520,Cameron County,TX
1,78521,78521,Cameron County,TX
3,78526,78526,Cameron County,TX
3,78539,78539,Hidalgo County,TX
1,78541,78541,Hidalgo County,TX
10,78550,78550,Cameron County,TX
1,78552,78552,Cameron County,TX
1,78557,78557,Hidalgo County,TX
1,78570,78570,Hidalgo County,TX
4,78572,78572,Hidalgo County,TX
2,78578,78578,Cameron County,TX
2,78580,78580,Willacy County,TX
4,78582,78582,Starr County,TX
3,78584,78584,Starr County,TX
1,78584-8073,78584,Starr County,TX
1,78586,78586,Cameron County,TX
1,78596,78596,Hidalgo County,TX
2,78597,78597,Cameron County,TX
1,78602,78602,Bastrop County,TX
6,78610,78610,Hays County,TX
1,78611,78611,Burnet County,TX
1,78613,78613,Williamson County,TX
1,78620,78620,Hays County,TX
1,78621,78621,Bastrop County,TX
1,78639,78639,Llano County,TX
2,78640,78640,Hays County,TX
1,78643,78643,Llano County,TX
1,78660,78660,Travis County,TX
1,78664,78664,Williamson County,TX
3,78666,78666,Hays County,TX
2,78681,78681,Williamson County,TX
3,78701,78701,Travis County,TX
1,78702,78702,Travis County,TX
2,78705,78705,Travis County,TX
1,7871,7871,Sussex County,NJ
2,78726,78726,Travis County,TX
2,78729,78729,Williamson County,TX
1,78737,78737,Hays County,TX
1,78738,78738,Travis County,TX
2,78741,78741,Travis County,TX
1,78744,78744,Travis County,TX
2,78745,78745,Travis County,TX
1,78746,78746,Travis County,TX
5,78748,78748,Travis County,TX
1,78749,78749,Travis County,TX
2,78750,78750,Travis County,TX
1,78752,78752,Travis County,TX
1,78753,78753,Travis County,TX
1,78757,78757,Travis County,TX
1,78758,78758,Travis County,TX
2,78801,78801,Uvalde County,TX
1,78840,78840,Val Verde County,TX
1,78934,78934,Colorado County,TX
1,78945,78945,Fayette County,TX
1,79022,79022,Dallam County,TX
1,79102,79102,Potter County,TX
2,79106,79106,Potter County,TX
1,79109,79109,Randall County,TX
1,79118,79118,Randall County,TX
1,79121,79121,Randall County,TX
2,79201,79201,Childress County,TX
1,7927,7927,Morris County,NJ
2,79316,79316,Terry County,TX
1,79382,79382,Lubbock County,TX
1,79401,79401,Lubbock County,TX
1,79414,79414,Lubbock County,TX
1,79415,79415,Lubbock County,TX
1,79423,79423,Lubbock County,TX
2,79424,79424,Lubbock County,TX
2,79549,79549,Scurry County,TX
1,79601,79601,Taylor County,TX
1,79606,79606,Taylor County,TX
1,79701,79701,Midland County,TX
1,79707,79707,Midland County,TX
1,79720,79720,Howard County,TX
2,79735,79735,Pecos County,TX
1,79762,79762,Ector County,TX
1,79763,79763,Ector County,TX
1,79830,79830,Brewster County,TX
1,79901,79901,El Paso County,TX
1,79902,79902,El Paso County,TX
1,79903,79903,El Paso County,TX
1,79905,79905,El Paso County,TX
1,79912,79912,El Paso County,TX
1,79915,79915,El Paso County,TX
1,79925,79925,El Paso County,TX
1,79930,79930,El Paso County,TX
1,79932,79932,El Paso County,TX
1,79935,79935,El Paso County,TX
1,79936,79936,El Paso County,TX
2,80002,80002,Jefferson County,CO
5,80003,80003,Jefferson County,CO
5,80011,80011,Arapahoe County,CO
2,80012,80012,Arapahoe County,CO
2,80013,80013,Arapahoe County,CO
3,80014,80014,Arapahoe County,CO
3,80015,80015,Arapahoe County,CO
2,80016,80016,Arapahoe County,CO
3,8002,8002,Camden County,NJ
1,80026,80026,Boulder County,CO
1,80031,80031,Adams County,CO
1,80033,80033,Jefferson County,CO
1,8005,8005,Ocean County,NJ
1,8008,8008,Ocean County,NJ
1,80104,80104,Douglas County,CO
2,80108,80108,Douglas County,CO
1,80109,80109,Douglas County,CO
2,80110,80110,Arapahoe County,CO
4,80112,80112,Arapahoe County,CO
2,80122,80122,Arapahoe County,CO
4,80123,80123,Jefferson County,CO
2,80127,80127,Jefferson County,CO
1,80128,80128,Jefferson County,CO
1,80129,80129,Douglas County,CO
1,80130,80130,Douglas County,CO
1,80134,80134,Douglas County,CO
1,8016,8016,Burlington County,NJ
1,80202,80202,Denver County,CO
3,80204,80204,Denver County,CO
2,80210,80210,Denver County,CO
1,80211,80211,Denver County,CO
4,80214,80214,Jefferson County,CO
4,80215,80215,Jefferson County,CO
1,80216,80216,Denver County,CO
1,80219,80219,Denver County,CO
3,80220,80220,Denver County,CO
3,80221,80221,Adams County,CO
2,80222,80222,Denver County,CO
1,80223,80223,Denver County,CO
1,80224,80224,Denver County,CO
3,80226,80226,Jefferson County,CO
1,80227,80227,Jefferson County,CO
3,80229,80229,Adams County,CO
1,80230,80230,Denver County,CO
1,80231,80231,Denver County,CO
6,80233,80233,Adams County,CO
3,80234,80234,Adams County,CO
3,80239,80239,Denver County,CO
1,80246,80246,Denver County,CO
2,80260,80260,Adams County,CO
1,8027,8027,Gloucester County,NJ
1,8028,8028,Gloucester County,NJ
2,80401,80401,Jefferson County,CO
1,8043,8043,Camden County,NJ
1,8045,8045,Camden County,NJ
4,8046,8046,Burlington County,NJ
4,80501,80501,Boulder County,CO
1,80504,80504,Boulder County,CO
1,80514,80514,Weld County,CO
2,80521,80521,Larimer County,CO
1,80524,80524,Larimer County,CO
3,80525,80525,Larimer County,CO
2,8053,8053,Burlington County,NJ
1,80537,80537,Larimer County,CO
1,80549,80549,Larimer County,CO
1,8055,8055,Burlington County,NJ
1,80550,80550,Weld County,CO
3,8060,8060,Burlington County,NJ
1,80601,80601,Adams County,CO
1,80615,80615,Weld County,CO
1,80620,80620,Weld County,CO
2,80634,80634,Weld County,CO
1,8068,8068,Burlington County,NJ
1,8069,8069,Salem County,NJ
2,8070,8070,Salem County,NJ
1,80751,80751,Logan County,CO
1,80817,80817,El Paso County,CO
1,80828,80828,Lincoln County,CO
2,80863,80863,Teller County,CO
2,80903,80903,El Paso County,CO
4,80905,80905,El Paso County,CO
1,80906,80906,El Paso County,CO
1,80907,80907,El Paso County,CO
1,80909,80909,El Paso County,CO
1,80910,80910,El Paso County,CO
1,80911,80911,El Paso County,CO
1,80913,80913,El Paso County,CO
2,80920,80920,El Paso County,CO
1,80922,80922,El Paso County,CO
2,8096,8096,Gloucester County,NJ
1,81004,81004,Pueblo County,CO
1,81005,81005,Pueblo County,CO
1,81052,81052,Prowers County,CO
1,81082,81082,Las Animas County,CO
1,8110,8110,Camden County,NJ
1,81101,81101,Alamosa County,CO
1,81144,81144,Rio Grande County,CO
1,81147,81147,Archuleta County,CO
1,81201,81201,Chaffee County,CO
1,81212,81212,Fremont County,CO
2,81230,81230,Gunnison County,CO
1,81501,81501,Mesa County,CO
1,81503,81503,Mesa County,CO
1,81506,81506,Mesa County,CO
1,81601,81601,Garfield County,CO
1,81625,81625,Moffat County,CO
1,81631,81631,Eagle County,CO
1,81635,81635,Garfield County,CO
2,81650,81650,Garfield County,CO
1,81657,81657,Eagle County,CO
1,82001,82001,Laramie County,WY
1,82007,82007,Laramie County,WY
3,82009,82009,Laramie County,WY
1,8204,8204,Cape May County,NJ
8,82070,82070,Albany County,WY
1,82072,82072,Albany County,WY
1,8215,8215,Atlantic County,NJ
2,82201,82201,Platte County,WY
1,8226,8226,Cape May County,NJ
4,82301,82301,Carbon County,WY
1,8234,8234,Atlantic County,NJ
2,82414,82414,Park County,WY
1,8242,8242,Cape May County,NJ
3,82435,82435,Park County,WY
1,8244,8244,Atlantic County,NJ
1,8260,8260,Cape May County,NJ
1,82601,82601,Natrona County,WY
1,82604,82604,Natrona County,WY
2,82609,82609,Natrona County,WY
1,82716,82716,Campbell County,WY
3,82801,82801,Sheridan County,WY
2,82901,82901,Sweetwater County,WY
2,82930,82930,Uinta County,WY
4,83001,83001,Teton County,WY
1,8302,8302,Cumberland County,NJ
11,83201,83201,Bannock County,ID
1,83201-4959,83201,Bannock County,ID
4,83202,83202,Bannock County,ID
1,83204,83204,Bannock County,ID
5,83221,83221,Bingham County,ID
1,83252,83252,Oneida County,ID
9,83301,83301,Twin Falls County,ID
3,8332,8332,Cumberland County,NJ
1,83336,83336,Minidoka County,ID
2,83401,83401,Bonneville County,ID
1,83402,83402,Bonneville County,ID
1,83402-3356,83402,Bonneville County,ID
3,83404,83404,Bonneville County,ID
9,83440,83440,Madison County,ID
1,83442,83442,Jefferson County,ID
1,83501,83501,Nez Perce County,ID
1,8360,8360,Cumberland County,NJ
7,83605,83605,Canyon County,ID
1,83617,83617,Gem County,ID
7,83642,83642,Ada County,ID
7,83647,83647,Elmore County,ID
2,83651,83651,Canyon County,ID
1,83661,83661,Payette County,ID
2,83686,83686,Canyon County,ID
2,83687,83687,Canyon County,ID
2,83704,83704,Ada County,ID
4,83705,83705,Ada County,ID
1,83706,83706,Ada County,ID
2,83709,83709,Ada County,ID
2,83714,83714,Ada County,ID
2,83814,83814,Kootenai County,ID
3,83815,83815,Kootenai County,ID
1,83835,83835,Kootenai County,ID
1,83843,83843,Latah County,ID
1,83854,83854,Kootenai County,ID
1,84005,84005,Utah County,UT
1,84009,84009,#N/A,#N/A
5,8401,8401,Atlantic County,NJ
6,84010,84010,Davis County,UT
1,84014,84014,Davis County,UT
6,84015,84015,Davis County,UT
4,84020,84020,Salt Lake County,UT
1,84025,84025,Davis County,UT
2,84032,84032,Wasatch County,UT
1,84037,84037,Davis County,UT
3,84041,84041,Davis County,UT
1,84044,84044,Salt Lake County,UT
1,84045,84045,Utah County,UT
2,84047,84047,Salt Lake County,UT
1,84047-7363,84047,Salt Lake County,UT
1,84054,84054,Davis County,UT
1,84056,84056,Davis County,UT
2,84057,84057,Utah County,UT
1,84062,84062,Utah County,UT
2,84066,84066,Duchesne County,UT
7,84070,84070,Salt Lake County,UT
1,84074,84074,Tooele County,UT
1,84075,84075,Davis County,UT
1,84078,84078,Uintah County,UT
2,84081,84081,Salt Lake County,UT
2,84084,84084,Salt Lake County,UT
1,84087,84087,Davis County,UT
1,84088,84088,Salt Lake County,UT
1,84093,84093,Salt Lake County,UT
1,84094,84094,Salt Lake County,UT
1,84096,84096,Salt Lake County,UT
1,84097,84097,Utah County,UT
1,84098,84098,Summit County,UT
1,84101,84101,Salt Lake County,UT
1,84104,84104,Salt Lake County,UT
1,84108,84108,Salt Lake County,UT
1,84111,84111,Salt Lake County,UT
1,84115,84115,Salt Lake County,UT
2,84116,84116,Salt Lake County,UT
1,84117,84117,Salt Lake County,UT
2,84118,84118,Salt Lake County,UT
3,84119,84119,Salt Lake County,UT
2,84120,84120,Salt Lake County,UT
4,84123,84123,Salt Lake County,UT
1,84124,84124,Salt Lake County,UT
1,84129,84129,#N/A,#N/A
7,84302,84302,Box Elder County,UT
4,84321,84321,Cache County,UT
1,84335,84335,Cache County,UT
2,84337,84337,Box Elder County,UT
2,84341,84341,Cache County,UT
3,84401,84401,Weber County,UT
9,84403,84403,Weber County,UT
7,84404,84404,Weber County,UT
7,84405,84405,Weber County,UT
2,84501,84501,Carbon County,UT
1,84532,84532,Grand County,UT
1,84602,84602,#N/A,#N/A
1,84604,84604,Utah County,UT
1,84606,84606,Utah County,UT
1,84627,84627,Sanpete County,UT
2,84651,84651,Utah County,UT
1,84653,84653,Utah County,UT
3,84660,84660,Utah County,UT
1,84663,84663,Utah County,UT
1,84664,84664,Utah County,UT
4,84720,84720,Iron County,UT
1,84721,84721,Iron County,UT
1,84737,84737,Washington County,UT
2,84741,84741,Kane County,UT
8,84770,84770,Washington County,UT
2,84780,84780,Washington County,UT
4,84790,84790,Washington County,UT
1,85006,85006,Maricopa County,AZ
2,85013,85013,Maricopa County,AZ
1,85015,85015,Maricopa County,AZ
1,85016,85016,Maricopa County,AZ
2,85017,85017,Maricopa County,AZ
5,85018,85018,Maricopa County,AZ
1,85020,85020,Maricopa County,AZ
1,85021,85021,Maricopa County,AZ
1,85023,85023,Maricopa County,AZ
1,85027,85027,Maricopa County,AZ
2,85029,85029,Maricopa County,AZ
1,85032,85032,Maricopa County,AZ
1,85033,85033,Maricopa County,AZ
1,85034,85034,Maricopa County,AZ
1,85035,85035,Maricopa County,AZ
2,85037,85037,Maricopa County,AZ
2,85040,85040,Maricopa County,AZ
1,85041,85041,Maricopa County,AZ
1,85042,85042,Maricopa County,AZ
1,85043,85043,Maricopa County,AZ
3,85044,85044,Maricopa County,AZ
2,85048,85048,Maricopa County,AZ
1,8505,8505,Burlington County,NJ
1,85050,85050,Maricopa County,AZ
2,85051,85051,Maricopa County,AZ
1,85053,85053,Maricopa County,AZ
1,85073,85073,#N/A,#N/A
2,85085,85085,Maricopa County,AZ
1,85086,85086,Maricopa County,AZ
1,85122,85122,Pinal County,AZ
1,85128,85128,Pinal County,AZ
2,85131,85131,Pinal County,AZ
1,8514,8514,Monmouth County,NJ
4,85142,85142,Maricopa County,AZ
1,85143,85143,Pinal County,AZ
3,85201,85201,Maricopa County,AZ
2,85202,85202,Maricopa County,AZ
2,85204,85204,Maricopa County,AZ
2,85205,85205,Maricopa County,AZ
3,85206,85206,Maricopa County,AZ
1,85209,85209,Maricopa County,AZ
1,85212,85212,Maricopa County,AZ
3,85215,85215,Maricopa County,AZ
2,85224,85224,Maricopa County,AZ
2,85225,85225,Maricopa County,AZ
1,85226,85226,Maricopa County,AZ
1,85234,85234,Maricopa County,AZ
1,85239,85239,#N/A,#N/A
1,85242,85242,#N/A,#N/A
2,85248,85248,Maricopa County,AZ
1,85250,85250,Maricopa County,AZ
4,85251,85251,Maricopa County,AZ
1,85255,85255,Maricopa County,AZ
1,85257,85257,Maricopa County,AZ
2,85260,85260,Maricopa County,AZ
1,8527,8527,Ocean County,NJ
1,85281,85281,Maricopa County,AZ
5,85282,85282,Maricopa County,AZ
2,85283,85283,Maricopa County,AZ
3,85284,85284,Maricopa County,AZ
4,85286,85286,Maricopa County,AZ
3,85295,85295,Maricopa County,AZ
1,85296,85296,Maricopa County,AZ
1,85297,85297,Maricopa County,AZ
2,85298,85298,Maricopa County,AZ
3,85301,85301,Maricopa County,AZ
1,85302,85302,Maricopa County,AZ
1,85303,85303,Maricopa County,AZ
1,85304,85304,Maricopa County,AZ
2,85305,85305,Maricopa County,AZ
2,85307,85307,Maricopa County,AZ
1,85308,85308,Maricopa County,AZ
5,85326,85326,Maricopa County,AZ
1,85331,85331,Maricopa County,AZ
1,85335,85335,Maricopa County,AZ
1,85340,85340,Maricopa County,AZ
2,85344,85344,La Paz County,AZ
3,85351,85351,Maricopa County,AZ
4,85364,85364,Yuma County,AZ
5,85365,85365,Yuma County,AZ
3,85374,85374,Maricopa County,AZ
1,85379,85379,Maricopa County,AZ
1,85381,85381,Maricopa County,AZ
2,85382,85382,Maricopa County,AZ
1,85383,85383,Maricopa County,AZ
2,85390,85390,Maricopa County,AZ
2,85392,85392,Maricopa County,AZ
2,85395,85395,Maricopa County,AZ
1,8540,8540,Mercer County,NJ
1,85546,85546,Graham County,AZ
3,85602,85602,Cochise County,AZ
3,85607,85607,Cochise County,AZ
1,8562,8562,Burlington County,NJ
1,85621,85621,Santa Cruz County,AZ
1,85629,85629,Pima County,AZ
1,85635,85635,Cochise County,AZ
1,85643,85643,Cochise County,AZ
1,85653,85653,Pima County,AZ
1,85704,85704,Pima County,AZ
1,85705,85705,Pima County,AZ
1,85706,85706,Pima County,AZ
2,85710,85710,Pima County,AZ
2,85714,85714,Pima County,AZ
2,85715,85715,Pima County,AZ
3,85719,85719,Pima County,AZ
1,85730,85730,Pima County,AZ
1,85739,85739,Pinal County,AZ
1,86001,86001,Coconino County,AZ
1,86004,86004,Coconino County,AZ
2,86025,86025,Navajo County,AZ
1,86038,86038,Coconino County,AZ
3,86040,86040,Coconino County,AZ
2,86045,86045,Coconino County,AZ
1,86046,86046,Coconino County,AZ
3,86047,86047,Navajo County,AZ
1,86303,86303,Yavapai County,AZ
1,86314,86314,Yavapai County,AZ
1,86322,86322,Yavapai County,AZ
2,8638,8638,Mercer County,NJ
1,8640,8640,Burlington County,NJ
6,86401,86401,Mohave County,AZ
1,86409,86409,Mohave County,AZ
2,86442,86442,Mohave County,AZ
1,8691,8691,Mercer County,NJ
3,87002,87002,Valencia County,NM
1,87015,87015,Santa Fe County,NM
3,87020,87020,Cibola County,NM
5,87031,87031,Valencia County,NM
1,87035,87035,Torrance County,NM
1,87068,87068,Valencia County,NM
2,87105,87105,Bernalillo County,NM
2,87106,87106,Bernalillo County,NM
3,87107,87107,Bernalillo County,NM
3,87108,87108,Bernalillo County,NM
5,87109,87109,Bernalillo County,NM
2,87110,87110,Bernalillo County,NM
1,87111,87111,Bernalillo County,NM
2,87112,87112,Bernalillo County,NM
1,87113,87113,Bernalillo County,NM
4,87114,87114,Bernalillo County,NM
3,87120,87120,Bernalillo County,NM
2,87121,87121,Bernalillo County,NM
2,87122,87122,Bernalillo County,NM
3,87123,87123,Bernalillo County,NM
2,87124,87124,Sandoval County,NM
2,87144,87144,Sandoval County,NM
2,8724,8724,Ocean County,NJ
10,87301,87301,McKinley County,NM
1,8733,8733,Ocean County,NJ
4,8736,8736,Monmouth County,NJ
3,87401,87401,San Juan County,NM
1,87402,87402,San Juan County,NM
3,87413,87413,San Juan County,NM
5,8742,8742,Ocean County,NJ
3,87505,87505,Santa Fe County,NM
1,87506,87506,Santa Fe County,NM
1,87507,87507,Santa Fe County,NM
1,8751,8751,Ocean County,NJ
10,8753,8753,Ocean County,NJ
6,87532,87532,Santa Fe County,NM
1,87544,87544,Los Alamos County,NM
2,8755,8755,Ocean County,NJ
3,87571,87571,Taos County,NM
7,87701,87701,San Miguel County,NM
1,87740,87740,Colfax County,NM
5,87801,87801,Socorro County,NM
2,87901,87901,Sierra County,NM
4,88001,88001,Doa Ana County,NM
1,88011,88011,Doa Ana County,NM
3,88030,88030,Luna County,NM
1,8804,8804,Hunterdon County,NJ
7,88061,88061,Grant County,NM
1,88101,88101,Curry County,NM
1,8817,8817,Middlesex County,NJ
9,88201,88201,Chaves County,NM
1,88203,88203,Chaves County,NM
1,88210,88210,Eddy County,NM
1,8822,8822,Hunterdon County,NJ
7,88220,88220,Eddy County,NM
3,88240,88240,Lea County,NM
1,88260,88260,Lea County,NM
1,8831,8831,Middlesex County,NJ
2,88310,88310,Otero County,NM
1,88330,88330,Otero County,NM
4,88345,88345,Lincoln County,NM
1,8837,8837,Middlesex County,NJ
3,88401,88401,Quay County,NM
1,88415,88415,Union County,NM
1,8844,8844,Somerset County,NJ
1,8854,8854,Middlesex County,NJ
1,8857,8857,Middlesex County,NJ
1,8865,8865,Warren County,NJ
1,8873,8873,Somerset County,NJ
2,8901,8901,Middlesex County,NJ
2,89014,89014,Clark County,NV
4,89015,89015,Clark County,NV
4,8902,8902,Middlesex County,NJ
1,89027,89027,Clark County,NV
3,89030,89030,Clark County,NV
1,89031,89031,Clark County,NV
1,89032,89032,Clark County,NV
6,89048,89048,Nye County,NV
3,89052,89052,Clark County,NV
3,89074,89074,Clark County,NV
2,89102,89102,Clark County,NV
6,89103,89103,Clark County,NV
2,89104,89104,Clark County,NV
1,89107,89107,Clark County,NV
2,89108,89108,Clark County,NV
5,89109,89109,Clark County,NV
1,89113,89113,Clark County,NV
3,89117,89117,Clark County,NV
2,89118,89118,Clark County,NV
10,89119,89119,Clark County,NV
2,89120,89120,Clark County,NV
1,89121,89121,Clark County,NV
1,89123,89123,Clark County,NV
7,89128,89128,Clark County,NV
1,89129,89129,Clark County,NV
1,89130,89130,Clark County,NV
1,89139,89139,Clark County,NV
1,89141,89141,Clark County,NV
3,89145,89145,Clark County,NV
5,89146,89146,Clark County,NV
2,89147,89147,Clark County,NV
4,89149,89149,Clark County,NV
1,89154,89154,#N/A,#N/A
1,89169,89169,Clark County,NV
6,89406,89406,Churchill County,NV
1,89410,89410,Douglas County,NV
1,89423,89423,Douglas County,NV
2,89431,89431,Washoe County,NV
1,89434,89434,Washoe County,NV
4,89445,89445,Humboldt County,NV
6,89502,89502,Washoe County,NV
1,89502-1514,89502,Washoe County,NV
1,89506,89506,Washoe County,NV
1,89509,89509,Washoe County,NV
2,89511,89511,Washoe County,NV
3,89512,89512,Washoe County,NV
2,89523,89523,Washoe County,NV
5,89701,89701,Carson City,NV
10,89801,89801,Elko County,NV
1,90002,90002,Los Angeles County,CA
3,90006,90006,Los Angeles County,CA
2,90007,90007,Los Angeles County,CA
1,90008,90008,Los Angeles County,CA
1,90011,90011,Los Angeles County,CA
1,90012,90012,Los Angeles County,CA
1,90014,90014,Los Angeles County,CA
1,90017,90017,Los Angeles County,CA
2,90027,90027,Los Angeles County,CA
1,90028,90028,Los Angeles County,CA
1,90029,90029,Los Angeles County,CA
1,90031,90031,Los Angeles County,CA
1,90035,90035,Los Angeles County,CA
2,90037,90037,Los Angeles County,CA
2,90042,90042,Los Angeles County,CA
1,90045,90045,Los Angeles County,CA
1,90047,90047,Los Angeles County,CA
1,90049,90049,Los Angeles County,CA
1,90056,90056,Los Angeles County,CA
2,90057,90057,Los Angeles County,CA
2,90059,90059,Los Angeles County,CA
1,90062,90062,Los Angeles County,CA
1,90063,90063,Los Angeles County,CA
1,90065,90065,Los Angeles County,CA
1,90066,90066,Los Angeles County,CA
2,90201,90201,Los Angeles County,CA
3,90220,90220,Los Angeles County,CA
1,90230,90230,Los Angeles County,CA
1,90232,90232,Los Angeles County,CA
1,90241,90241,Los Angeles County,CA
1,90247,90247,Los Angeles County,CA
2,90248,90248,Los Angeles County,CA
3,90249,90249,Los Angeles County,CA
1,90250,90250,Los Angeles County,CA
2,90255,90255,Los Angeles County,CA
3,90275,90275,Los Angeles County,CA
2,90302,90302,Los Angeles County,CA
3,90303,90303,Los Angeles County,CA
2,90304,90304,Los Angeles County,CA
1,90401,90401,Los Angeles County,CA
2,90501,90501,Los Angeles County,CA
1,90502,90502,Los Angeles County,CA
2,90504,90504,Los Angeles County,CA
2,90505,90505,Los Angeles County,CA
1,90602,90602,Los Angeles County,CA
2,90603,90603,Los Angeles County,CA
2,90605,90605,Los Angeles County,CA
2,90606,90606,Los Angeles County,CA
1,90620,90620,Orange County,CA
2,90630,90630,Orange County,CA
5,90631,90631,Orange County,CA
1,90638,90638,Los Angeles County,CA
1,90640,90640,Los Angeles County,CA
1,90650,90650,Los Angeles County,CA
2,90670,90670,Los Angeles County,CA
1,90701,90701,Los Angeles County,CA
1,90703,90703,Los Angeles County,CA
5,90712,90712,Los Angeles County,CA
1,90713,90713,Los Angeles County,CA
1,90731,90731,Los Angeles County,CA
1,90732,90732,Los Angeles County,CA
1,90744,90744,Los Angeles County,CA
1,90745,90745,Los Angeles County,CA
1,90746,90746,Los Angeles County,CA
2,90804,90804,Los Angeles County,CA
5,90805,90805,Los Angeles County,CA
1,90806,90806,Los Angeles County,CA
2,90808,90808,Los Angeles County,CA
1,90810,90810,Los Angeles County,CA
1,90815,90815,Los Angeles County,CA
1,91001,91001,Los Angeles County,CA
1,91006,91006,Los Angeles County,CA
1,91020,91020,Los Angeles County,CA
2,91104,91104,Los Angeles County,CA
1,91105,91105,Los Angeles County,CA
1,91201,91201,Los Angeles County,CA
1,91204,91204,Los Angeles County,CA
1,91205,91205,Los Angeles County,CA
3,91301,91301,Los Angeles County,CA
1,91302,91302,Los Angeles County,CA
2,91304,91304,Los Angeles County,CA
1,91320,91320,Ventura County,CA
2,91321,91321,Los Angeles County,CA
1,91324,91324,Los Angeles County,CA
1,91325,91325,Los Angeles County,CA
2,91331,91331,Los Angeles County,CA
3,91342,91342,Los Angeles County,CA
1,91343,91343,Los Angeles County,CA
2,91350,91350,Los Angeles County,CA
1,91351,91351,Los Angeles County,CA
3,91355,91355,Los Angeles County,CA
1,91360,91360,Ventura County,CA
1,91362,91362,Ventura County,CA
1,91367,91367,Los Angeles County,CA
1,91381,91381,Los Angeles County,CA
2,91405,91405,Los Angeles County,CA
1,91406,91406,Los Angeles County,CA
2,91502,91502,Los Angeles County,CA
1,91504,91504,Los Angeles County,CA
1,91602,91602,Los Angeles County,CA
1,91606,91606,Los Angeles County,CA
1,91608,91608,Los Angeles County,CA
1,91702,91702,Los Angeles County,CA
2,91706,91706,Los Angeles County,CA
4,91710,91710,San Bernardino County,CA
3,91730,91730,San Bernardino County,CA
1,91731,91731,Los Angeles County,CA
2,91733,91733,Los Angeles County,CA
1,91737,91737,San Bernardino County,CA
2,91741,91741,Los Angeles County,CA
1,91744,91744,Los Angeles County,CA
1,91746,91746,Los Angeles County,CA
1,91748,91748,Los Angeles County,CA
2,91750,91750,Los Angeles County,CA
1,91752,91752,Riverside County,CA
2,91761,91761,San Bernardino County,CA
1,91762,91762,San Bernardino County,CA
2,91766,91766,Los Angeles County,CA
3,91767,91767,Los Angeles County,CA
1,91776,91776,Los Angeles County,CA
1,91786,91786,San Bernardino County,CA
2,91789,91789,Los Angeles County,CA
1,91791,91791,Los Angeles County,CA
2,91792,91792,Los Angeles County,CA
1,91801,91801,Los Angeles County,CA
1,91910,91910,San Diego County,CA
1,91911,91911,San Diego County,CA
1,91915,91915,San Diego County,CA
1,91932,91932,San Diego County,CA
3,91942,91942,San Diego County,CA
1,91945,91945,San Diego County,CA
2,91950,91950,San Diego County,CA
1,92011,92011,San Diego County,CA
1,92014,92014,San Diego County,CA
4,92020,92020,San Diego County,CA
2,92021,92021,San Diego County,CA
1,92026,92026,San Diego County,CA
1,92028,92028,San Diego County,CA
1,92036,92036,San Diego County,CA
1,92054,92054,San Diego County,CA
1,92055,92055,San Diego County,CA
2,92056,92056,San Diego County,CA
1,92071,92071,San Diego County,CA
1,92078,92078,San Diego County,CA
1,92081,92081,San Diego County,CA
3,92083,92083,San Diego County,CA
2,92102,92102,San Diego County,CA
1,92104,92104,San Diego County,CA
1,92105,92105,San Diego County,CA
1,92108,92108,San Diego County,CA
1,92109,92109,San Diego County,CA
1,92110,92110,San Diego County,CA
1,92111,92111,San Diego County,CA
1,92113,92113,San Diego County,CA
1,92117,92117,San Diego County,CA
1,92118,92118,San Diego County,CA
2,92120,92120,San Diego County,CA
1,92121,92121,San Diego County,CA
2,92123,92123,San Diego County,CA
