number_of_fastfood,zip_code1,zip_code,county,state
1,34987,34987,St. Lucie County,FL
1,34994,34994,Martin County,FL
2,35004,35004,St. Clair County,AL
1,35010,35010,Tallapoosa County,AL
1,35022,35022,Jefferson County,AL
5,35023,35023,Jefferson County,AL
2,35040,35040,Shelby County,AL
1,35043,35043,Shelby County,AL
2,35045,35045,Chilton County,AL
1,35055,35055,Cullman County,AL
1,35058,35058,Cullman County,AL
1,35062,35062,Jefferson County,AL
3,35071,35071,Jefferson County,AL
1,35071-4617,35071,Jefferson County,AL
1,35080,35080,Shelby County,AL
2,35094,35094,Jefferson County,AL
1,35111,35111,Tuscaloosa County,AL
4,35121,35121,Blount County,AL
5,35124,35124,Shelby County,AL
5,35125,35125,St. Clair County,AL
1,35126,35126,Jefferson County,AL
1,35146,35146,St. Clair County,AL
1,35180,35180,Jefferson County,AL
1,35204,35204,Jefferson County,AL
2,35208,35208,Jefferson County,AL
1,35210,35210,Jefferson County,AL
1,35211,35211,Jefferson County,AL
1,35214,35214,Jefferson County,AL
1,35215,35215,Jefferson County,AL
1,35217,35217,Jefferson County,AL
2,35235,35235,Jefferson County,AL
1,35244,35244,Jefferson County,AL
2,35404,35404,Tuscaloosa County,AL
2,35405,35405,Tuscaloosa County,AL
7,35476,35476,Tuscaloosa County,AL
1,35501,35501,Walker County,AL
2,35565,35565,Winston County,AL
1,35582,35582,Franklin County,AL
1,35594,35594,Marion County,AL
2,35601,35601,Morgan County,AL
2,35603,35603,Morgan County,AL
3,35611,35611,Limestone County,AL
3,35630,35630,Lauderdale County,AL
1,35640,35640,Morgan County,AL
1,35653,35653,Franklin County,AL
1,35661,35661,Colbert County,AL
1,35750-8653,35750,Madison County,AL
1,35759,35759,Madison County,AL
6,35763,35763,Madison County,AL
1,35801,35801,Madison County,AL
3,35810,35810,Madison County,AL
1,35811,35811,Madison County,AL
1,35816,35816,Madison County,AL
2,35901,35901,Etowah County,AL
1,35903,35903,Etowah County,AL
1,35954,35954,Etowah County,AL
1,35960,35960,Cherokee County,AL
1,35986,35986,DeKalb County,AL
1,36027,36027,Barbour County,AL
1,36043,36043,Montgomery County,AL
2,36083,36083,Macon County,AL
1,36107,36107,Montgomery County,AL
3,36109,36109,Montgomery County,AL
2,36110,36110,Montgomery County,AL
1,36112,36112,Montgomery County,AL
1,36116,36116,Montgomery County,AL
2,36117,36117,Montgomery County,AL
2,36201,36201,Calhoun County,AL
4,36203,36203,Calhoun County,AL
1,36265,36265,Calhoun County,AL
8,36301,36301,Houston County,AL
2,36303,36303,Houston County,AL
1,36340,36340,Geneva County,AL
3,36420,36420,Covington County,AL
4,36426,36426,Escambia County,AL
1,36467,36467,Covington County,AL
4,36502,36502,Escambia County,AL
4,36507,36507,Baldwin County,AL
1,36532,36532,Baldwin County,AL
11,36535,36535,Baldwin County,AL
1,36542,36542,Baldwin County,AL
3,36545,36545,Clarke County,AL
1,36551,36551,Baldwin County,AL
1,36560,36560,Mobile County,AL
2,36561,36561,Baldwin County,AL
2,36571,36571,Mobile County,AL
1,36575,36575,Mobile County,AL
1,36602,36602,Mobile County,AL
2,36606,36606,Mobile County,AL
1,36607,36607,Mobile County,AL
2,36608,36608,Mobile County,AL
2,36609,36609,Mobile County,AL
2,36618,36618,Mobile County,AL
1,36619,36619,Mobile County,AL
1,36695,36695,Mobile County,AL
1,36732,36732,Marengo County,AL
2,36784,36784,Clarke County,AL
3,36801,36801,Lee County,AL
1,36830,36830,Lee County,AL
1,36832,36832,Lee County,AL
4,36854,36854,Chambers County,AL
4,36867,36867,Russell County,AL
2,37013,37013,Davidson County,TN
3,37015,37015,Cheatham County,TN
3,37027,37027,Williamson County,TN
2,37030,37030,Smith County,TN
1,37033,37033,Hickman County,TN
1,37040,37040,Montgomery County,TN
2,37042,37042,Montgomery County,TN
2,37043,37043,Montgomery County,TN
1,37055,37055,Dickson County,TN
1,37058,37058,Stewart County,TN
5,37064,37064,Williamson County,TN
2,37066,37066,Sumner County,TN
2,37072,37072,Davidson County,TN
1,37074,37074,Trousdale County,TN
2,37076,37076,Davidson County,TN
1,37082,37082,Cheatham County,TN
2,37083,37083,Macon County,TN
3,37086,37086,Rutherford County,TN
1,37087-3301,37087,Wilson County,TN
1,37091,37091,Marshall County,TN
1,37096,37096,Perry County,TN
2,37110,37110,Warren County,TN
2,37115,37115,Davidson County,TN
2,37122,37122,Wilson County,TN
1,37128,37128,Rutherford County,TN
4,37129,37129,Rutherford County,TN
4,37130,37130,Rutherford County,TN
3,37167,37167,Rutherford County,TN
1,37172,37172,Robertson County,TN
1,37174,37174,Williamson County,TN
1,37188,37188,Robertson County,TN
3,37203,37203,Davidson County,TN
1,37204,37204,Davidson County,TN
1,37206,37206,Davidson County,TN
1,37209,37209,Davidson County,TN
1,37210,37210,Davidson County,TN
1,37211,37211,Davidson County,TN
2,37214,37214,Davidson County,TN
2,37215,37215,Davidson County,TN
1,37217,37217,Davidson County,TN
2,37221,37221,Davidson County,TN
1,37228,37228,Davidson County,TN
2,37303,37303,McMinn County,TN
1,37311,37311,Bradley County,TN
2,37323,37323,Bradley County,TN
2,37324,37324,Franklin County,TN
1,37327,37327,Sequatchie County,TN
3,37343,37343,Hamilton County,TN
1,37347,37347,Marion County,TN
2,37355,37355,Coffee County,TN
1,37356-2117,37356,Grundy County,TN
1,37363,37363,Hamilton County,TN
1,37377,37377,Hamilton County,TN
1,37379,37379,Hamilton County,TN
1,37380,37380,Marion County,TN
1,37381,37381,Rhea County,TN
1,37385,37385,Monroe County,TN
1,37388,37388,Coffee County,TN
3,37405,37405,Hamilton County,TN
1,37406,37406,Hamilton County,TN
1,37408,37408,Hamilton County,TN
1,37411,37411,Hamilton County,TN
2,37412,37412,Hamilton County,TN
2,37415,37415,Hamilton County,TN
2,37421,37421,Hamilton County,TN
1,37421-3221,37421,Hamilton County,TN
1,37601,37601,Washington County,TN
3,37604,37604,Washington County,TN
2,37659,37659,Washington County,TN
2,37660,37660,Sullivan County,TN
2,37686,37686,Sullivan County,TN
1,37701,37701,Blount County,TN
4,37716,37716,Anderson County,TN
2,37745,37745,Greene County,TN
3,37748,37748,Roane County,TN
1,37760,37760,Jefferson County,TN
1,37764,37764,Sevier County,TN
1,37769,37769,Anderson County,TN
1,37771,37771,Loudon County,TN
1,37774,37774,Loudon County,TN
1,37777,37777,Blount County,TN
1,37801,37801,Blount County,TN
1,37804,37804,Blount County,TN
1,37814,37814,Hamblen County,TN
3,37821,37821,Cocke County,TN
3,37830,37830,Anderson County,TN
1,37841,37841,Scott County,TN
1,37849,37849,Knox County,TN
1,37857,37857,Hawkins County,TN
1,37862,37862,Sevier County,TN
1,37874,37874,Monroe County,TN
2,37876,37876,Sevier County,TN
1,37879,37879,Claiborne County,TN
2,37890,37890,Jefferson County,TN
2,37912,37912,Knox County,TN
1,37914,37914,Knox County,TN
1,37917,37917,Knox County,TN
1,37918,37918,Knox County,TN
2,37919,37919,Knox County,TN
1,37921,37921,Knox County,TN
3,37922,37922,Knox County,TN
4,37923,37923,Knox County,TN
1,37931,37931,Knox County,TN
1,37932,37932,Knox County,TN
4,37934,37934,Knox County,TN
1,38002,38002,Shelby County,TN
1,38004,38004,Tipton County,TN
2,3801,3801,Rockingham County,NH
1,38017,38017,Shelby County,TN
1,38018,38018,Shelby County,TN
1,38019,38019,Tipton County,TN
1,38053,38053,Shelby County,TN
2,38059,38059,Dyer County,TN
1,38060,38060,Fayette County,TN
1,38063,38063,Lauderdale County,TN
1,38068,38068,Fayette County,TN
1,38103,38103,Shelby County,TN
4,38104,38104,Shelby County,TN
1,38106,38106,Shelby County,TN
1,38109,38109,Shelby County,TN
2,38111,38111,Shelby County,TN
4,38115,38115,Shelby County,TN
4,38116,38116,Shelby County,TN
1,38117,38117,Shelby County,TN
4,38118,38118,Shelby County,TN
1,38119,38119,Shelby County,TN
1,38122,38122,Shelby County,TN
2,38125,38125,Shelby County,TN
1,38134,38134,Shelby County,TN
1,38135,38135,Shelby County,TN
2,38138,38138,Shelby County,TN
2,38141,38141,Shelby County,TN
1,3820,3820,Strafford County,NH
1,38237,38237,Weakley County,TN
3,38242,38242,Henry County,TN
4,38305,38305,Madison County,TN
2,38310,38310,McNairy County,TN
1,38340,38340,Chester County,TN
1,38372,38372,Hardin County,TN
1,38379,38379,McNairy County,TN
2,38401,38401,Maury County,TN
1,38478,38478,Giles County,TN
1,38485,38485,Wayne County,TN
2,38501,38501,Putnam County,TN
1,38506,38506,Putnam County,TN
5,38555,38555,Cumberland County,TN
1,38606,38606,Panola County,MS
4,38614,38614,Coahoma County,MS
1,3862,3862,Rockingham County,NH
1,38632,38632,DeSoto County,MS
2,38635,38635,Marshall County,MS
1,38637,38637,DeSoto County,MS
1,38654,38654,DeSoto County,MS
3,38655,38655,Lafayette County,MS
2,38663,38663,Tippah County,MS
1,38664,38664,Tunica County,MS
1,38668,38668,Tate County,MS
1,3867,3867,Strafford County,NH
3,38671,38671,DeSoto County,MS
2,38672,38672,DeSoto County,MS
6,38701,38701,Washington County,MS
3,38703,38703,Washington County,MS
8,38732,38732,Bolivar County,MS
2,3874,3874,Rockingham County,NH
5,38751,38751,Sunflower County,MS
1,38756,38756,Washington County,MS
10,38801,38801,Lee County,MS
1,38801-3147,38801,Lee County,MS
2,38804,38804,Lee County,MS
4,38821,38821,Monroe County,MS
4,38829,38829,Prentiss County,MS
1,38834,38834,Alcorn County,MS
1,38834-4121,38834,Alcorn County,MS
1,38851,38851,Chickasaw County,MS
1,38860,38860,Chickasaw County,MS
7,38863,38863,Pontotoc County,MS
1,3890,3890,Carroll County,NH
1,38901,38901,Grenada County,MS
1,38916,38916,Calhoun County,MS
2,38930,38930,Leflore County,MS
1,38967,38967,Montgomery County,MS
2,39083,39083,Copiah County,MS
1,39090,39090,Attala County,MS
1,39180,39180,Warren County,MS
1,39202,39202,Hinds County,MS
2,39204,39204,Hinds County,MS
2,39206,39206,Hinds County,MS
1,39208,39208,Rankin County,MS
2,39209,39209,Hinds County,MS
1,39213,39213,Hinds County,MS
1,39213-7646,39213,Hinds County,MS
1,39232,39232,Rankin County,MS
1,39341,39341,Noxubee County,MS
1,39402-1352,39402,Lamar County,MS
1,39437-2413,39437,Jones County,MS
2,39440,39440,Jones County,MS
1,39452-6632,39452,George County,MS
2,39465,39465,Forrest County,MS
1,39466,39466,Pearl River County,MS
1,39470,39470,Pearl River County,MS
5,39503,39503,Harrison County,MS
1,39531,39531,Harrison County,MS
1,39553,39553,Jackson County,MS
1,39564,39564,Jackson County,MS
2,39581,39581,Jackson County,MS
1,39702,39702,Lowndes County,MS
1,39759,39759,Oktibbeha County,MS
1,39819,39819,Decatur County,GA
1,39823,39823,Early County,GA
3,40014,40014,Oldham County,KY
2,40031,40031,Oldham County,KY
2,40033,40033,Marion County,KY
1,4005,4005,York County,ME
1,40065,40065,Shelby County,KY
1,40067,40067,Shelby County,KY
2,40108,40108,Meade County,KY
1,4011,4011,Cumberland County,ME
1,40143,40143,Breckinridge County,KY
2,40165,40165,Bullitt County,KY
1,40202,40202,Jefferson County,KY
3,40207,40207,Jefferson County,KY
2,40208,40208,Jefferson County,KY
4,40213,40213,Jefferson County,KY
1,40214,40214,Jefferson County,KY
1,40216,40216,Jefferson County,KY
3,40219,40219,Jefferson County,KY
1,40220,40220,Jefferson County,KY
5,40222,40222,Jefferson County,KY
2,40223,40223,Jefferson County,KY
1,40229,40229,Jefferson County,KY
2,40241,40241,Jefferson County,KY
2,40258,40258,Jefferson County,KY
2,40291,40291,Jefferson County,KY
2,40324,40324,Scott County,KY
4,40330,40330,Mercer County,KY
7,40351,40351,Rowan County,KY
1,40353,40353,Montgomery County,KY
1,40356,40356,Jessamine County,KY
2,40361,40361,Bourbon County,KY
1,4038,4038,Cumberland County,ME
2,40380,40380,Powell County,KY
3,40383,40383,Woodford County,KY
1,4040,4040,Cumberland County,ME
1,40403,40403,Madison County,KY
2,40422,40422,Boyle County,KY
1,4043,4043,York County,ME
1,40460,40460,Rockcastle County,KY
1,40475,40475,Madison County,KY
1,40502,40502,Fayette County,KY
3,40503,40503,Fayette County,KY
2,40505,40505,Fayette County,KY
1,40507,40507,Fayette County,KY
1,40508,40508,Fayette County,KY
4,40509,40509,Fayette County,KY
2,40511,40511,Fayette County,KY
1,40513,40513,Fayette County,KY
3,40601,40601,Franklin County,KY
2,4062,4062,Cumberland County,ME
1,40701,40701,Whitley County,KY
2,4072,4072,York County,ME
2,4074,4074,Cumberland County,ME
1,40741-1070,40741,Laurel County,KY
7,40769,40769,Whitley County,KY
1,40831,40831,Harlan County,KY
1,40906,40906,Knox County,KY
1,4092,4092,Cumberland County,ME
2,40962,40962,Clay County,KY
1,40977,40977,Bell County,KY
4,41001,41001,Campbell County,KY
7,41005,41005,Boone County,KY
3,41008,41008,Carroll County,KY
1,41008-8031,41008,Carroll County,KY
2,4101,4101,Cumberland County,ME
3,41011,41011,Kenton County,KY
5,41015,41015,Kenton County,KY
5,41017,41017,Kenton County,KY
4,41018,41018,Kenton County,KY
3,41031,41031,Harrison County,KY
1,41035,41035,Grant County,KY
19,41042,41042,Boone County,KY
9,41048,41048,Boone County,KY
4,41051,41051,Kenton County,KY
6,41056,41056,Mason County,KY
1,4106,4106,Cumberland County,ME
8,41071,41071,Campbell County,KY
3,41073,41073,Campbell County,KY
7,41076,41076,Campbell County,KY
5,41094,41094,Boone County,KY
6,41101,41101,Boyd County,KY
1,41102,41102,Boyd County,KY
5,41143,41143,Carter County,KY
2,41144,41144,Greenup County,KY
2,41230,41230,Lawrence County,KY
5,41240,41240,Johnson County,KY
1,41240-1805,41240,Johnson County,KY
1,41301,41301,Wolfe County,KY
2,41339,41339,Breathitt County,KY
2,41465,41465,Magoffin County,KY
1,41472,41472,Morgan County,KY
6,41501,41501,Pike County,KY
6,41653,41653,Floyd County,KY
5,41701,41701,Perry County,KY
2,41858,41858,Letcher County,KY
3,42001,42001,McCracken County,KY
4,42025,42025,Marshall County,KY
1,42025-7123,42025,Marshall County,KY
1,42038,42038,Lyon County,KY
1,42041,42041,Fulton County,KY
1,42064,42064,Crittenden County,KY
2,42066,42066,Graves County,KY
4,42071,42071,Calloway County,KY
2,4210,4210,Androscoggin County,ME
9,42101,42101,Warren County,KY
1,42104,42104,Warren County,KY
1,42127,42127,Barren County,KY
1,42134,42134,Simpson County,KY
9,42141,42141,Barren County,KY
1,42141-1129,42141,Barren County,KY
1,42141-1543,42141,Barren County,KY
2,42164,42164,Allen County,KY
1,42167,42167,Monroe County,KY
1,42206,42206,Logan County,KY
2,42223,42223,Christian County,KY
2,42240,42240,Christian County,KY
1,42262,42262,Christian County,KY
6,42301,42301,Daviess County,KY
1,42303,42303,Daviess County,KY
3,42320,42320,Ohio County,KY
1,42330,42330,Muhlenberg County,KY
1,42345,42345,Muhlenberg County,KY
1,42431,42431,Hopkins County,KY
2,42437,42437,Union County,KY
1,42445,42445,Caldwell County,KY
7,42501,42501,Pulaski County,KY
1,4252,4252,Androscoggin County,ME
1,42539,42539,Casey County,KY
2,42602,42602,Clinton County,KY
1,42642,42642,Russell County,KY
1,42653,42653,McCreary County,KY
2,42701,42701,Hardin County,KY
1,42718,42718,Taylor County,KY
4,42728,42728,Adair County,KY
1,42754,42754,Grayson County,KY
2,4281,4281,Oxford County,ME
3,43015,43015,Delaware County,OH
1,43025,43025,Licking County,OH
3,43026,43026,Franklin County,OH
1,43031,43031,Licking County,OH
2,43035,43035,Delaware County,OH
1,43040,43040,Union County,OH
2,43050,43050,Knox County,OH
1,43054,43054,Franklin County,OH
2,43055,43055,Licking County,OH
2,43056,43056,Licking County,OH
1,43064,43064,Madison County,OH
1,43065,43065,Delaware County,OH
1,43068,43068,Franklin County,OH
3,43074,43074,Delaware County,OH
2,43123,43123,Franklin County,OH
1,43140,43140,Madison County,OH
1,43147,43147,Fairfield County,OH
6,43160,43160,Fayette County,OH
1,43202,43202,Franklin County,OH
4,43204,43204,Franklin County,OH
1,43207,43207,Franklin County,OH
1,43209,43209,Franklin County,OH
1,43212,43212,Franklin County,OH
1,43213,43213,Franklin County,OH
1,43214,43214,Franklin County,OH
1,43219,43219,Franklin County,OH
1,43223,43223,Franklin County,OH
3,43229,43229,Franklin County,OH
1,43230-1374,43230,Franklin County,OH
1,43232,43232,Franklin County,OH
2,43235,43235,Franklin County,OH
1,43240,43240,Delaware County,OH
6,4330,4330,Kennebec County,ME
1,43302,43302,Marion County,OH
2,43311,43311,Logan County,OH
1,43316,43316,Wyandot County,OH
1,43326,43326,Hardin County,OH
3,43420,43420,Sandusky County,OH
1,4345,4345,Kennebec County,ME
1,43452,43452,Ottawa County,OH
1,43456,43456,Ottawa County,OH
1,43506,43506,Williams County,OH
1,43528,43528,Lucas County,OH
1,43537,43537,Lucas County,OH
1,43545,43545,Henry County,OH
1,43551,43551,Wood County,OH
1,43560,43560,Lucas County,OH
1,43567,43567,Fulton County,OH
3,43605,43605,Lucas County,OH
1,43606,43606,Lucas County,OH
2,43609,43609,Lucas County,OH
1,43614,43614,Lucas County,OH
2,43615,43615,Lucas County,OH
1,43616,43616,Lucas County,OH
1,43617,43617,Lucas County,OH
11,43701,43701,Muskingum County,OH
1,43701-1409,43701,Muskingum County,OH
1,43724-9680,43724,Noble County,OH
1,43725,43725,Guernsey County,OH
1,43812,43812,Coshocton County,OH
1,43840,43840,Tuscarawas County,OH
2,43906,43906,Belmont County,OH
1,43907,43907,Harrison County,OH
1,43935,43935,Belmont County,OH
1,43953,43953,Jefferson County,OH
4,44001,44001,Lorain County,OH
5,44004,44004,Ashtabula County,OH
9,4401,4401,Penobscot County,ME
2,44011,44011,Lorain County,OH
2,44017,44017,Cuyahoga County,OH
1,44023,44023,Geauga County,OH
5,44035,44035,Lorain County,OH
1,44041,44041,Ashtabula County,OH
1,44047,44047,Ashtabula County,OH
1,44050,44050,Lorain County,OH
1,44052,44052,Lorain County,OH
1,44055,44055,Lorain County,OH
1,44057,44057,Lake County,OH
4,44060,44060,Lake County,OH
1,44070,44070,Cuyahoga County,OH
1,44077,44077,Lake County,OH
2,44089,44089,Erie County,OH
1,44092,44092,Lake County,OH
3,44094,44094,Lake County,OH
1,44095,44095,Lake County,OH
1,44103,44103,Cuyahoga County,OH
1,44106,44106,Cuyahoga County,OH
1,44107,44107,Cuyahoga County,OH
1,44109,44109,Cuyahoga County,OH
1,44111,44111,Cuyahoga County,OH
3,44112,44112,Cuyahoga County,OH
1,4412,4412,Penobscot County,ME
1,44120,44120,Cuyahoga County,OH
1,44121,44121,Cuyahoga County,OH
3,44125,44125,Cuyahoga County,OH
1,44126,44126,Cuyahoga County,OH
3,44128,44128,Cuyahoga County,OH
6,44130,44130,Cuyahoga County,OH
1,44133,44133,Cuyahoga County,OH
1,44134,44134,Cuyahoga County,OH
1,44136,44136,Cuyahoga County,OH
1,44141,44141,Cuyahoga County,OH
1,44144,44144,Cuyahoga County,OH
3,44146,44146,Cuyahoga County,OH
1,44212,44212,Medina County,OH
1,44223,44223,Summit County,OH
1,44224,44224,Summit County,OH
2,44240,44240,Portage County,OH
1,44241,44241,Portage County,OH
1,44255,44255,Portage County,OH
1,44266,44266,Portage County,OH
2,44312,44312,Summit County,OH
2,44313,44313,Summit County,OH
1,44333,44333,Summit County,OH
4,44410,44410,Trumbull County,OH
1,44432,44432,Columbiana County,OH
1,44444,44444,Trumbull County,OH
3,44446,44446,Trumbull County,OH
1,44460,44460,Columbiana County,OH
1,44483,44483,Trumbull County,OH
2,44484,44484,Trumbull County,OH
1,44505,44505,Mahoning County,OH
2,44512,44512,Mahoning County,OH
1,44514,44514,Mahoning County,OH
1,44614,44614,Stark County,OH
2,44615,44615,Carroll County,OH
3,44622,44622,Tuscarawas County,OH
1,44644,44644,Carroll County,OH
1,44646,44646,Stark County,OH
1,44647,44647,Stark County,OH
1,44654,44654,Holmes County,OH
3,44657,44657,Stark County,OH
1,44663,44663,Tuscarawas County,OH
2,44667,44667,Wayne County,OH
1,44683,44683,Tuscarawas County,OH
3,44691,44691,Wayne County,OH
1,44706,44706,Stark County,OH
1,44708,44708,Stark County,OH
1,44709,44709,Stark County,OH
3,44718,44718,Stark County,OH
5,44720,44720,Stark County,OH
1,44721,44721,Stark County,OH
3,44805,44805,Ashland County,OH
1,44811,44811,Sandusky County,OH
1,44820,44820,Crawford County,OH
1,44830,44830,Seneca County,OH
2,44833,44833,Crawford County,OH
1,44839,44839,Erie County,OH
1,44842,44842,Ashland County,OH
1,44857,44857,Huron County,OH
3,44870,44870,Erie County,OH
2,44875,44875,Richland County,OH
1,44883,44883,Seneca County,OH
5,44890,44890,Huron County,OH
4,44903,44903,Richland County,OH
4,44906,44906,Richland County,OH
2,45005,45005,Warren County,OH
14,45011,45011,Butler County,OH
8,45013,45013,Butler County,OH
9,45014,45014,Butler County,OH
1,45015,45015,Butler County,OH
4,45030,45030,Hamilton County,OH
4,45039,45039,Warren County,OH
2,45040,45040,Warren County,OH
1,45040-2359,45040,Warren County,OH
1,45041,45041,Hamilton County,OH
2,45042,45042,Butler County,OH
2,45044,45044,Butler County,OH
4,45050,45050,Butler County,OH
5,45056,45056,Butler County,OH
2,45066,45066,Warren County,OH
1,45068,45068,Warren County,OH
16,45069,45069,Butler County,OH
4,45102,45102,Clermont County,OH
1,45103,45103,Clermont County,OH
3,45121,45121,Brown County,OH
1,45122,45122,Clermont County,OH
3,45133,45133,Highland County,OH
3,45140,45140,Clermont County,OH
3,45150,45150,Clermont County,OH
4,45154,45154,Brown County,OH
1,45177,45177,Clinton County,OH
2,45202,45202,Hamilton County,OH
1,45205,45205,Hamilton County,OH
1,45206,45206,Hamilton County,OH
2,45208,45208,Hamilton County,OH
1,45209,45209,Hamilton County,OH
7,45211,45211,Hamilton County,OH
1,45212,45212,Hamilton County,OH
3,45213,45213,Hamilton County,OH
3,45215,45215,Hamilton County,OH
2,45216,45216,Hamilton County,OH
1,45217,45217,Hamilton County,OH
3,45219,45219,Hamilton County,OH
1,45220-1216,45220,Hamilton County,OH
3,45223,45223,Hamilton County,OH
3,45224,45224,Hamilton County,OH
1,45225,45225,Hamilton County,OH
2,45227,45227,Hamilton County,OH
1,45230,45230,Hamilton County,OH
7,45231,45231,Hamilton County,OH
1,45232,45232,Hamilton County,OH
7,45236,45236,Hamilton County,OH
1,45237,45237,Hamilton County,OH
7,45238,45238,Hamilton County,OH
5,45239,45239,Hamilton County,OH
5,45240,45240,Hamilton County,OH
6,45241,45241,Hamilton County,OH
1,45242,45242,Hamilton County,OH
1,45243,45243,Hamilton County,OH
11,45245,45245,Clermont County,OH
7,45246,45246,Hamilton County,OH
5,45247,45247,Hamilton County,OH
7,45249,45249,Hamilton County,OH
10,45251,45251,Hamilton County,OH
1,45322,45322,Montgomery County,OH
2,45324,45324,Greene County,OH
2,45331,45331,Darke County,OH
1,45365,45365,Shelby County,OH
1,45373,45373,Miami County,OH
1,45377,45377,Montgomery County,OH
1,45384,45384,Greene County,OH
1,45385,45385,Greene County,OH
1,45404,45404,Montgomery County,OH
1,45406,45406,Montgomery County,OH
2,45409,45409,Montgomery County,OH
2,45414,45414,Montgomery County,OH
2,45417,45417,Montgomery County,OH
5,45424,45424,Montgomery County,OH
2,45431,45431,Montgomery County,OH
1,45432,45432,Greene County,OH
1,45439,45439,Montgomery County,OH
1,45440,45440,Montgomery County,OH
2,45449,45449,Montgomery County,OH
3,45459,45459,Montgomery County,OH
1,45504,45504,Clark County,OH
2,45505,45505,Clark County,OH
1,45601,45601,Ross County,OH
1,45631,45631,Gallia County,OH
1,45638,45638,Lawrence County,OH
1,45640,45640,Jackson County,OH
1,45662,45662,Scioto County,OH
1,45693,45693,Adams County,OH
5,45701,45701,Athens County,OH
3,45769,45769,Meigs County,OH
2,45801,45801,Allen County,OH
1,45804,45804,Allen County,OH
1,45806,45806,Allen County,OH
2,45840,45840,Hancock County,OH
1,45872,45872,Wood County,OH
2,45895,45895,Auglaize County,OH
2,46001,46001,Madison County,IN
3,46011,46011,Madison County,IN
1,46012,46012,Madison County,IN
2,46013,46013,Madison County,IN
1,46015,46015,#N/A,#N/A
1,46016,46016,Madison County,IN
1,46032,46032,Hamilton County,IN
1,46034,46034,Hamilton County,IN
2,4605,4605,Hancock County,ME
1,46052,46052,Boone County,IN
1,46055,46055,Hancock County,IN
1,46060,46060,Hamilton County,IN
1,46077,46077,Boone County,IN
1,46112,46112,Hendricks County,IN
1,46113,46113,Marion County,IN
2,46124,46124,Johnson County,IN
3,46131,46131,Johnson County,IN
4,46135,46135,Putnam County,IN
3,46140,46140,Hancock County,IN
1,46142,46142,Johnson County,IN
2,46143,46143,Johnson County,IN
1,46148,46148,Henry County,IN
5,46151,46151,Morgan County,IN
1,46158,46158,Morgan County,IN
1,46163,46163,Hancock County,IN
1,46166,46166,Morgan County,IN
4,46168,46168,Hendricks County,IN
2,46176,46176,Shelby County,IN
1,46181,46181,Johnson County,IN
2,46201,46201,Marion County,IN
1,46202,46202,Marion County,IN
1,46217,46217,Marion County,IN
1,46218,46218,Marion County,IN
1,46219,46219,Marion County,IN
1,46220,46220,Marion County,IN
2,46222,46222,Marion County,IN
1,46225,46225,Marion County,IN
1,46226,46226,Marion County,IN
1,46227,46227,Marion County,IN
2,46229,46229,Marion County,IN
1,46234,46234,Marion County,IN
1,46236,46236,Marion County,IN
2,46237,46237,Marion County,IN
2,46240,46240,Marion County,IN
2,46241,46241,Marion County,IN
2,46254,46254,Marion County,IN
2,46268,46268,Marion County,IN
1,46278,46278,Marion County,IN
1,46303,46303,Lake County,IN
7,46304,46304,Porter County,IN
6,46307,46307,Lake County,IN
1,46310,46310,Jasper County,IN
1,46312,46312,Lake County,IN
1,46320,46320,Lake County,IN
1,46321,46321,Lake County,IN
1,46322,46322,Lake County,IN
1,46342,46342,Lake County,IN
1,46350,46350,LaPorte County,IN
1,46356,46356,Lake County,IN
9,46360,46360,LaPorte County,IN
4,46368,46368,Porter County,IN
2,46375,46375,Lake County,IN
1,46385,46385,Porter County,IN
1,46394,46394,Lake County,IN
1,46403,46403,Lake County,IN
2,46410,46410,Lake County,IN
2,46514,46514,Elkhart County,IN
6,46517,46517,Elkhart County,IN
4,46534,46534,Starke County,IN
1,4654,4654,Washington County,ME
1,46540,46540,Elkhart County,IN
1,46544,46544,St. Joseph County,IN
3,46545,46545,St. Joseph County,IN
2,46563,46563,Marshall County,IN
2,46567,46567,Kosciusko County,IN
4,46601,46601,St. Joseph County,IN
1,46614,46614,St. Joseph County,IN
3,46628,46628,St. Joseph County,IN
1,46635,46635,St. Joseph County,IN
1,46637,46637,St. Joseph County,IN
7,46703,46703,Steuben County,IN
6,46706,46706,DeKalb County,IN
6,46714,46714,Wells County,IN
7,46725,46725,Whitley County,IN
5,46733,46733,Adams County,IN
1,46737,46737,Steuben County,IN
5,46750,46750,Huntington County,IN
5,46755,46755,Noble County,IN
1,46767,46767,Noble County,IN
1,46804,46804,Allen County,IN
2,46805,46805,Allen County,IN
1,46808,46808,Allen County,IN
2,46825,46825,Allen County,IN
1,46835,46835,Allen County,IN
2,46901,46901,Howard County,IN
2,46902,46902,Howard County,IN
1,46952,46952,Grant County,IN
1,46962,46962,Wabash County,IN
1,46962-1943,46962,Wabash County,IN
1,46970,46970,Miami County,IN
1,47001,47001,Dearborn County,IN
4,47006,47006,Ripley County,IN
2,47025,47025,Dearborn County,IN
1,47112,47112,Harrison County,IN
1,47119,47119,Floyd County,IN
1,47122,47122,Floyd County,IN
2,47129,47129,Clark County,IN
5,47130,47130,Clark County,IN
2,47167,47167,Washington County,IN
1,47170,47170,Scott County,IN
4,47201,47201,Bartholomew County,IN
1,47203,47203,Bartholomew County,IN
6,47240,47240,Decatur County,IN
1,47243,47243,Jefferson County,IN
6,47250,47250,Jefferson County,IN
