,popultion,zipcode_str,state,county
15581,5281,47610,IN,Warrick County
15582,1323,47611,IN,Spencer County
15583,748,47612,IN,Posey County
15584,2890,47613,IN,Warrick County
15585,1674,47615,IN,Spencer County
15586,248,47616,IN,Posey County
15587,1816,47619,IN,Warrick County
15588,12692,47620,IN,Posey County
15589,35620,47630,IN,Warrick County
15590,1928,47631,IN,Posey County
15591,2731,47633,IN,Posey County
15592,2306,47634,IN,Spencer County
15593,5543,47635,IN,Spencer County
15594,1403,47637,IN,Warrick County
15595,3736,47638,IN,Posey County
15596,4220,47639,IN,Gibson County
15597,867,47640,IN,Gibson County
15598,4545,47648,IN,Gibson County
15599,1478,47649,IN,Gibson County
15600,39,47654,IN,Gibson County
15601,4999,47660,IN,Gibson County
15602,3618,47665,IN,Gibson County
15603,1839,47666,IN,Gibson County
15604,12133,47670,IN,Gibson County
15605,131,47683,IN,Gibson County
15606,283,47708,IN,Vanderburgh County
15607,18998,47710,IN,Vanderburgh County
15608,32198,47711,IN,Vanderburgh County
15609,26736,47712,IN,Vanderburgh County
15610,10283,47713,IN,Vanderburgh County
15611,34994,47714,IN,Vanderburgh County
15612,26718,47715,IN,Vanderburgh County
15613,18177,47720,IN,Vanderburgh County
15614,16779,47725,IN,Vanderburgh County
15615,35224,47802,IN,Vigo County
15616,20835,47803,IN,Vigo County
15617,11309,47804,IN,Vigo County
15618,12423,47805,IN,Vigo County
15619,12426,47807,IN,Vigo County
15620,3051,47809,IN,Vigo County
15621,951,47832,IN,Parke County
15622,1266,47833,IN,Owen County
15623,19559,47834,IN,Clay County
15624,42,47836,IN,Parke County
15625,1055,47837,IN,Clay County
15626,3776,47838,IN,Sullivan County
15627,1844,47840,IN,Clay County
15628,2183,47841,IN,Clay County
15629,9660,47842,IN,Vermillion County
15630,463,47846,IN,Clay County
15631,1188,47847,IN,Vermillion County
15632,1762,47848,IN,Sullivan County
15633,341,47849,IN,Sullivan County
15634,2467,47850,IN,Sullivan County
15635,100,47853,IN,Clay County
15636,963,47854,IN,Vermillion County
15637,438,47855,IN,Sullivan County
15638,551,47857,IN,Clay County
15639,618,47858,IN,Clay County
15640,1253,47859,IN,Parke County
15641,422,47860,IN,Parke County
15642,700,47861,IN,Sullivan County
15643,1386,47862,IN,Parke County
15644,217,47863,IN,Vigo County
15645,186,47865,IN,Sullivan County
15646,501,47866,IN,Vigo County
15647,2735,47868,IN,Owen County
15648,49,47869,IN,Vigo County
15649,136,47871,IN,Vigo County
15650,8667,47872,IN,Parke County
15651,3195,47874,IN,Parke County
15652,332,47876,IN,Vigo County
15653,3534,47879,IN,Sullivan County
15654,97,47880,IN,Vigo County
15655,386,47881,IN,Clay County
15656,8016,47882,IN,Sullivan County
15657,134,47884,IN,Vermillion County
15658,8934,47885,IN,Vigo County
15659,3649,47901,IN,Tippecanoe County
15660,16940,47904,IN,Tippecanoe County
15661,41176,47905,IN,Tippecanoe County
15662,71987,47906,IN,Tippecanoe County
15663,0,47907,IN,Tippecanoe County
15664,41272,47909,IN,Tippecanoe County
15665,57,47916,IN,Montgomery County
15666,483,47917,IN,Benton County
15667,5685,47918,IN,Fountain County
15668,2280,47920,IN,Tippecanoe County
15669,1123,47921,IN,Benton County
15670,1417,47922,IN,Newton County
15671,3507,47923,IN,White County
15672,154,47924,IN,Tippecanoe County
15673,245,47925,IN,White County
15674,1124,47926,IN,White County
15675,1872,47928,IN,Vermillion County
15676,714,47929,IN,White County
15677,1264,47930,IN,Tippecanoe County
15678,5259,47932,IN,Fountain County
15679,27886,47933,IN,Montgomery County
15680,1592,47940,IN,Montgomery County
15681,1455,47941,IN,Tippecanoe County
15682,721,47942,IN,Benton County
15683,1084,47943,IN,Jasper County
15684,3577,47944,IN,Benton County
15685,2218,47946,IN,Pulaski County
15686,1379,47948,IN,Newton County
15687,1517,47949,IN,Fountain County
15688,877,47950,IN,White County
15689,2282,47951,IN,Newton County
15690,2989,47952,IN,Fountain County
15691,2548,47954,IN,Montgomery County
15692,950,47955,IN,Montgomery County
15693,1900,47957,IN,Pulaski County
15694,237,47958,IN,Fountain County
15695,2767,47959,IN,White County
15696,14907,47960,IN,White County
15697,1799,47963,IN,Newton County
15698,136,47964,IN,Newton County
15699,494,47965,IN,Montgomery County
15700,419,47966,IN,Vermillion County
15701,704,47967,IN,Montgomery County
15702,922,47968,IN,Montgomery County
15703,132,47969,IN,Fountain County
15704,2198,47970,IN,Benton County
15705,1878,47971,IN,Benton County
15706,1238,47974,IN,Vermillion County
15707,511,47975,IN,Warren County
15708,2160,47977,IN,Jasper County
15709,11500,47978,IN,Jasper County
15710,1013,47980,IN,White County
15711,815,47981,IN,Tippecanoe County
15712,163,47982,IN,Warren County
15713,412,47983,IN,Tippecanoe County
15714,3882,47987,IN,Fountain County
15715,1538,47989,IN,Montgomery County
15716,1570,47990,IN,Montgomery County
15717,1169,47991,IN,Warren County
15718,1795,47992,IN,Tippecanoe County
15719,3691,47993,IN,Warren County
15720,326,47994,IN,Montgomery County
15721,1715,47995,IN,White County
15722,138,47997,IN,Carroll County
15723,11840,48001,MI,St. Clair County
15724,3236,48002,MI,St. Clair County
15725,6035,48003,MI,Lapeer County
15726,5471,48005,MI,Macomb County
15727,3975,48006,MI,St. Clair County
15728,20653,48009,MI,Oakland County
15729,4224,48014,MI,St. Clair County
15730,8313,48015,MI,Macomb County
15731,11982,48017,MI,Oakland County
15732,32576,48021,MI,Macomb County
15733,2605,48022,MI,St. Clair County
15734,5083,48023,MI,St. Clair County
15735,14762,48025,MI,Oakland County
15736,14620,48026,MI,Macomb County
15737,3201,48027,MI,St. Clair County
15738,1081,48028,MI,St. Clair County
15739,16587,48030,MI,Oakland County
15740,2196,48032,MI,St. Clair County
15741,16420,48033,MI,Oakland County
15742,13348,48034,MI,Oakland County
15743,35101,48035,MI,Macomb County
15744,21830,48036,MI,Macomb County
15745,42287,48038,MI,Macomb County
15746,7667,48039,MI,St. Clair County
15747,9775,48040,MI,St. Clair County
15748,4535,48041,MI,St. Clair County
15749,29413,48042,MI,Macomb County
15750,16377,48043,MI,Macomb County
15751,55783,48044,MI,Macomb County
15752,24907,48045,MI,Macomb County
15753,40290,48047,MI,Macomb County
15754,7193,48048,MI,Macomb County
15755,5480,48049,MI,St. Clair County
15756,2068,48050,MI,Macomb County
15757,17741,48051,MI,Macomb County
15758,7205,48054,MI,St. Clair County
15759,15008,48059,MI,St. Clair County
15760,39830,48060,MI,St. Clair County
15761,9539,48062,MI,Macomb County
15762,4006,48063,MI,St. Clair County
15763,4058,48064,MI,St. Clair County
15764,11041,48065,MI,Macomb County
15765,47678,48066,MI,Macomb County
15766,25017,48067,MI,Oakland County
15767,2562,48069,MI,Oakland County
15768,6330,48070,MI,Oakland County
15769,30168,48071,MI,Oakland County
15770,15239,48072,MI,Oakland County
15771,33832,48073,MI,Oakland County
15772,9179,48074,MI,St. Clair County
15773,21651,48075,MI,Oakland County
15774,25825,48076,MI,Oakland County
15775,12122,48079,MI,St. Clair County
15776,22386,48080,MI,Macomb County
15777,20867,48081,MI,Macomb County
15778,16626,48082,MI,Macomb County
15779,23002,48083,MI,Oakland County
15780,15655,48084,MI,Oakland County
15781,24963,48085,MI,Oakland County
15782,22255,48088,MI,Macomb County
15783,30923,48089,MI,Macomb County
15784,31074,48091,MI,Macomb County
15785,26946,48092,MI,Macomb County
15786,23871,48093,MI,Macomb County
15787,18807,48094,MI,Macomb County
15788,5327,48095,MI,Macomb County
15789,3953,48096,MI,Macomb County
15790,5197,48097,MI,St. Clair County
15791,19362,48098,MI,Oakland County
15792,27519,48101,MI,Wayne County
15793,54120,48103,MI,Washtenaw County
15794,41352,48104,MI,Washtenaw County
15795,35754,48105,MI,Washtenaw County
15796,26457,48108,MI,Washtenaw County
15797,5435,48109,MI,Washtenaw County
15798,41560,48111,MI,Wayne County
15799,20756,48114,MI,Livingston County
15800,27156,48116,MI,Livingston County
15801,9847,48117,MI,Monroe County
15802,12755,48118,MI,Washtenaw County
15803,7516,48120,MI,Wayne County
15804,10437,48122,MI,Wayne County
15805,29575,48124,MI,Wayne County
15806,20344,48125,MI,Wayne County
15807,47789,48126,MI,Wayne County
15808,35985,48127,MI,Wayne County
15809,10640,48128,MI,Wayne County
15810,15554,48130,MI,Washtenaw County
15811,6733,48131,MI,Monroe County
15812,5860,48133,MI,Monroe County
15813,21223,48134,MI,Wayne County
15814,27001,48135,MI,Wayne County
15815,5249,48137,MI,Livingston County
15816,10161,48138,MI,Wayne County
15817,140,48139,MI,Livingston County
15818,3425,48140,MI,Monroe County
15819,24738,48141,MI,Wayne County
15820,0,48143,MI,Livingston County
15821,9649,48144,MI,Monroe County
15822,3385,48145,MI,Monroe County
15823,37037,48146,MI,Wayne County
15824,25905,48150,MI,Wayne County
15825,31172,48152,MI,Wayne County
15826,37772,48154,MI,Wayne County
15827,1395,48157,MI,Monroe County
15828,7562,48158,MI,Washtenaw County
15829,2505,48159,MI,Monroe County
15830,13375,48160,MI,Washtenaw County
15831,26469,48161,MI,Monroe County
15832,28300,48162,MI,Monroe County
15833,8720,48164,MI,Wayne County
15834,6799,48165,MI,Oakland County
15835,11480,48166,MI,Monroe County
15836,21982,48167,MI,Oakland County
15837,21798,48168,MI,Wayne County
15838,21047,48169,MI,Livingston County
15839,39352,48170,MI,Wayne County
15840,12481,48173,MI,Wayne County
15841,31267,48174,MI,Wayne County
15842,22433,48176,MI,Washtenaw County
15843,271,48177,MI,Monroe County
15844,32362,48178,MI,Oakland County
15845,3763,48179,MI,Monroe County
15846,61716,48180,MI,Wayne County
15847,21175,48182,MI,Monroe County
15848,42374,48183,MI,Wayne County
15849,17143,48184,MI,Wayne County
15850,48027,48185,MI,Wayne County
15851,34199,48186,MI,Wayne County
15852,48278,48187,MI,Wayne County
15853,41373,48188,MI,Wayne County
15854,13865,48189,MI,Washtenaw County
15855,72,48190,MI,Washtenaw County
15856,4093,48191,MI,Washtenaw County
15857,25225,48192,MI,Wayne County
15858,15288,48193,MI,Wayne County
15859,29355,48195,MI,Wayne County
15860,66915,48197,MI,Washtenaw County
15861,38191,48198,MI,Washtenaw County
15862,14045,48201,MI,Wayne County
15863,16762,48202,MI,Wayne County
15864,23498,48203,MI,Wayne County
15865,25096,48204,MI,Wayne County
15866,35925,48205,MI,Wayne County
15867,18049,48206,MI,Wayne County
15868,21832,48207,MI,Wayne County
15869,9180,48208,MI,Wayne County
15870,32879,48209,MI,Wayne County
15871,30948,48210,MI,Wayne County
15872,6536,48211,MI,Wayne County
15873,38133,48212,MI,Wayne County
15874,24137,48213,MI,Wayne County
15875,21805,48214,MI,Wayne County
15876,12180,48215,MI,Wayne County
15877,5600,48216,MI,Wayne County
15878,7252,48217,MI,Wayne County
15879,7609,48218,MI,Wayne County
15880,49326,48219,MI,Wayne County
15881,22646,48220,MI,Oakland County
15882,39611,48221,MI,Wayne County
15883,24323,48223,MI,Wayne County
15884,42361,48224,MI,Wayne County
15885,14294,48225,MI,Wayne County
15886,6406,48226,MI,Wayne County
15887,41571,48227,MI,Wayne County
15888,52342,48228,MI,Wayne County
15889,9388,48229,MI,Wayne County
15890,16532,48230,MI,Wayne County
15891,0,48233,MI,Wayne County
15892,34083,48234,MI,Wayne County
15893,45101,48235,MI,Wayne County
15894,29968,48236,MI,Wayne County
15895,29751,48237,MI,Oakland County
15896,29181,48238,MI,Wayne County
15897,35711,48239,MI,Wayne County
15898,17568,48240,MI,Wayne County
15899,0,48242,MI,Wayne County
15900,0,48243,MI,Wayne County
15901,14572,48301,MI,Oakland County
15902,15203,48302,MI,Oakland County
15903,16687,48304,MI,Oakland County
15904,27936,48306,MI,Oakland County
15905,43014,48307,MI,Oakland County
15906,28999,48309,MI,Oakland County
15907,43944,48310,MI,Macomb County
15908,33491,48312,MI,Macomb County
15909,33594,48313,MI,Macomb County
15910,20610,48314,MI,Macomb County
15911,27248,48315,MI,Macomb County
15912,27020,48316,MI,Macomb County
15913,27435,48317,MI,Macomb County
15914,4596,48320,MI,Oakland County
15915,32766,48322,MI,Oakland County
15916,17661,48323,MI,Oakland County
15917,17235,48324,MI,Oakland County
15918,21115,48326,MI,Oakland County
15919,21824,48327,MI,Oakland County
15920,26011,48328,MI,Oakland County
15921,25338,48329,MI,Oakland County
15922,21220,48331,MI,Oakland County
15923,18867,48334,MI,Oakland County
15924,22486,48335,MI,Oakland County
15925,26716,48336,MI,Oakland County
15926,25862,48340,MI,Oakland County
15927,17350,48341,MI,Oakland County
15928,17060,48342,MI,Oakland County
15929,23009,48346,MI,Oakland County
15930,23017,48348,MI,Oakland County
15931,7420,48350,MI,Oakland County
15932,6372,48353,MI,Livingston County
15933,8585,48356,MI,Oakland County
15934,8414,48357,MI,Oakland County
15935,9128,48359,MI,Oakland County
15936,11847,48360,MI,Oakland County
15937,16073,48362,MI,Oakland County
15938,5772,48363,MI,Oakland County
15939,4397,48367,MI,Oakland County
15940,2130,48370,MI,Oakland County
15941,23905,48371,MI,Oakland County
15942,15386,48374,MI,Oakland County
15943,23211,48375,MI,Oakland County
15944,15702,48377,MI,Oakland County
15945,7175,48380,MI,Oakland County
15946,13315,48381,MI,Oakland County
15947,22596,48382,MI,Oakland County
15948,13414,48383,MI,Oakland County
15949,17489,48386,MI,Oakland County
15950,23484,48390,MI,Oakland County
15951,16750,48393,MI,Oakland County
15952,0,48397,MI,Macomb County
15953,1628,48401,MI,Sanilac County
15954,90,48411,MI,Genesee County
15955,5637,48412,MI,Lapeer County
15956,7296,48413,MI,Huron County
15957,2841,48414,MI,Shiawassee County
15958,9265,48415,MI,Saginaw County
15959,4884,48416,MI,Sanilac County
15960,2755,48417,MI,Saginaw County
15961,4039,48418,MI,Shiawassee County
15962,2360,48419,MI,Sanilac County
15963,21553,48420,MI,Genesee County
15964,6294,48421,MI,Lapeer County
15965,6427,48422,MI,Sanilac County
15966,31869,48423,MI,Genesee County
15967,957,48426,MI,Sanilac County
15968,2797,48427,MI,Sanilac County
15969,5029,48428,MI,Lapeer County
15970,8322,48429,MI,Shiawassee County
15971,37299,48430,MI,Genesee County
15972,668,48432,MI,Huron County
15973,26288,48433,MI,Genesee County
15974,65,48434,MI,Sanilac County
15975,2051,48435,MI,Tuscola County
15976,3596,48436,MI,Genesee County
15977,617,48437,MI,Genesee County
15978,7221,48438,MI,Genesee County
15979,47164,48439,MI,Genesee County
15980,290,48440,MI,Lapeer County
15981,3861,48441,MI,Huron County
15982,20799,48442,MI,Oakland County
15983,9361,48444,MI,Lapeer County
15984,1397,48445,MI,Huron County
15985,30447,48446,MI,Lapeer County
15986,2811,48449,MI,Shiawassee County
15987,4830,48450,MI,Sanilac County
15988,14378,48451,MI,Genesee County
15989,5021,48453,MI,Sanilac County
15990,1216,48454,MI,Sanilac County
15991,8442,48455,MI,Lapeer County
15992,786,48456,MI,Sanilac County
15993,8284,48457,MI,Genesee County
15994,19618,48458,MI,Genesee County
15995,2292,48460,MI,Shiawassee County
15996,8458,48461,MI,Lapeer County
15997,13968,48462,MI,Oakland County
15998,4498,48463,MI,Genesee County
15999,2128,48464,MI,Lapeer County
16000,690,48465,MI,Sanilac County
16001,1632,48466,MI,Sanilac County
16002,2306,48467,MI,Huron County
16003,1189,48468,MI,Huron County
16004,1144,48469,MI,Sanilac County
16005,809,48470,MI,Huron County
16006,5197,48471,MI,Sanilac County
16007,1960,48472,MI,Sanilac County
16008,21631,48473,MI,Genesee County
16009,2470,48475,MI,Huron County
16010,562,48476,MI,Shiawassee County
16011,1142,48502,MI,Genesee County
16012,25902,48503,MI,Genesee County
16013,28303,48504,MI,Genesee County
16014,21231,48505,MI,Genesee County
16015,29168,48506,MI,Genesee County
16016,32425,48507,MI,Genesee County
16017,8858,48509,MI,Genesee County
16018,7493,48519,MI,Genesee County
16019,10117,48529,MI,Genesee County
16020,19709,48532,MI,Genesee County
16021,0,48551,MI,Genesee County
16022,0,48553,MI,Genesee County
16023,0,48554,MI,Genesee County
16024,35986,48601,MI,Saginaw County
16025,30589,48602,MI,Saginaw County
16026,26608,48603,MI,Saginaw County
16027,13348,48604,MI,Saginaw County
16028,1236,48607,MI,Saginaw County
16029,11821,48609,MI,Saginaw County
16030,2873,48610,MI,Arenac County
16031,6633,48611,MI,Bay County
16032,8927,48612,MI,Gladwin County
16033,1096,48613,MI,Bay County
16034,1511,48614,MI,Saginaw County
16035,2844,48615,MI,Gratiot County
16036,7348,48616,MI,Saginaw County
16037,8433,48617,MI,Clare County
16038,5492,48618,MI,Midland County
16039,515,48619,MI,Oscoda County
16040,1285,48621,MI,Oscoda County
16041,6469,48622,MI,Clare County
16042,14055,48623,MI,Saginaw County
16043,15756,48624,MI,Gladwin County
16044,13163,48625,MI,Clare County
16045,5852,48626,MI,Saginaw County
16046,134,48627,MI,Roscommon County
16047,2177,48628,MI,Midland County
16048,7615,48629,MI,Roscommon County
16049,37,48630,MI,Roscommon County
16050,4456,48631,MI,Bay County
16051,5031,48632,MI,Clare County
16052,159,48633,MI,Clare County
16053,4255,48634,MI,Bay County
16054,1563,48635,MI,Ogemaw County
16055,766,48636,MI,Oscoda County
16056,3326,48637,MI,Saginaw County
16057,12492,48638,MI,Saginaw County
16058,33374,48640,MI,Midland County
16059,31861,48642,MI,Midland County
16060,4327,48647,MI,Oscoda County
16061,1413,48649,MI,Saginaw County
16062,7415,48650,MI,Bay County
16063,4736,48651,MI,Roscommon County
16064,1676,48652,MI,Gladwin County
16065,9868,48653,MI,Roscommon County
16066,2260,48654,MI,Ogemaw County
16067,6017,48655,MI,Saginaw County
16068,3926,48656,MI,Roscommon County
16069,7735,48657,MI,Midland County
16070,4969,48658,MI,Arenac County
16071,2875,48659,MI,Arenac County
16072,10359,48661,MI,Ogemaw County
16073,1629,48662,MI,Gratiot County
16074,0,48667,MI,Midland County
16075,1431,48701,MI,Tuscola County
16076,3063,48703,MI,Arenac County
16077,489,48705,MI,Alcona County
16078,39637,48706,MI,Bay County
16079,26956,48708,MI,Bay County
16080,0,48710,MI,Bay County
16081,980,48720,MI,Huron County
16082,429,48721,MI,Alcona County
16083,3217,48722,MI,Saginaw County
16084,12155,48723,MI,Tuscola County
16085,214,48724,MI,Saginaw County
16086,2203,48725,MI,Huron County
16087,5951,48726,MI,Tuscola County
16088,1314,48727,MI,Lapeer County
16089,336,48728,MI,Alcona County
16090,1580,48729,MI,Tuscola County
16091,4432,48730,MI,Iosco County
16092,1674,48731,MI,Huron County
16093,11116,48732,MI,Bay County
16094,1648,48733,MI,Tuscola County
16095,7740,48734,MI,Saginaw County
16096,893,48735,MI,Tuscola County
16097,1224,48737,MI,Alcona County
16098,1203,48738,MI,Alcona County
16099,3838,48739,MI,Iosco County
16100,2274,48740,MI,Alcona County
16101,2005,48741,MI,Tuscola County
16102,1681,48742,MI,Alcona County
16103,83,48743,MI,Iosco County
16104,4301,48744,MI,Tuscola County
16105,1246,48745,MI,Alcona County
16106,8701,48746,MI,Tuscola County
16107,1365,48747,MI,Bay County
16108,1767,48748,MI,Iosco County
16109,911,48749,MI,Arenac County
16110,8577,48750,MI,Iosco County
16111,985,48754,MI,Huron County
16112,3230,48755,MI,Huron County
16113,4715,48756,MI,Ogemaw County
16114,3664,48757,MI,Tuscola County
16115,3163,48759,MI,Huron County
16116,1441,48760,MI,Tuscola County
16117,920,48761,MI,Iosco County
16118,1179,48762,MI,Alcona County
16119,5185,48763,MI,Iosco County
16120,739,48765,MI,Arenac County
16121,1324,48766,MI,Arenac County
16122,1925,48767,MI,Tuscola County
16123,9490,48768,MI,Tuscola County
16124,1893,48770,MI,Iosco County
16125,12836,48801,MI,Gratiot County
16126,1502,48806,MI,Gratiot County
16127,768,48807,MI,Gratiot County
16128,5272,48808,MI,Clinton County
16129,10861,48809,MI,Ionia County
16130,5376,48811,MI,Montcalm County
16131,21433,48813,MI,Eaton County
16132,2221,48815,MI,Ionia County
16133,90,48816,MI,Livingston County
16134,6254,48817,MI,Shiawassee County
16135,2503,48818,MI,Montcalm County
16136,2718,48819,MI,Ingham County
16137,17842,48820,MI,Clinton County
16138,5969,48821,MI,Eaton County
16139,2990,48822,MI,Clinton County
16140,50531,48823,MI,Ingham County
16141,12928,48825,MI,Ingham County
16142,15972,48827,MI,Eaton County
16143,3034,48829,MI,Montcalm County
16144,3686,48831,MI,Clinton County
16145,1398,48832,MI,Gratiot County
16146,2032,48834,MI,Montcalm County
16147,2906,48835,MI,Clinton County
16148,13748,48836,MI,Livingston County
16149,19439,48837,MI,Eaton County
16150,18016,48838,MI,Montcalm County
16151,13150,48840,MI,Ingham County
16152,830,48841,MI,Shiawassee County
16153,21061,48842,MI,Ingham County
16154,44635,48843,MI,Livingston County
16155,1040,48845,MI,Ionia County
16156,19827,48846,MI,Ionia County
16157,6083,48847,MI,Gratiot County
16158,7479,48848,MI,Shiawassee County
16159,5952,48849,MI,Ionia County
16160,4371,48850,MI,Montcalm County
16161,2260,48851,MI,Ionia County
16162,128,48852,MI,Montcalm County
16163,737,48853,MI,Clinton County
16164,19050,48854,MI,Ingham County
16165,14633,48855,MI,Livingston County
16166,838,48856,MI,Gratiot County
16167,2806,48857,MI,Shiawassee County
16168,49990,48858,MI,Isabella County
16169,1507,48860,MI,Ionia County
16170,1558,48861,MI,Eaton County
16171,21914,48864,MI,Ingham County
16172,1961,48865,MI,Ionia County
16173,4950,48866,MI,Clinton County
16174,27375,48867,MI,Shiawassee County
16175,186,48870,MI,Ionia County
16176,2054,48871,MI,Gratiot County
16177,7256,48872,MI,Shiawassee County
16178,1526,48873,MI,Ionia County
16179,118,48874,MI,Gratiot County
16180,10640,48875,MI,Ionia County
16181,3838,48876,MI,Eaton County
16182,2508,48877,MI,Gratiot County
16183,1579,48878,MI,Isabella County
16184,17934,48879,MI,Clinton County
16185,10059,48880,MI,Gratiot County
16186,5733,48881,MI,Ionia County
16187,7214,48883,MI,Isabella County
16188,4289,48884,MI,Montcalm County
16189,902,48885,MI,Montcalm County
16190,2061,48886,MI,Montcalm County
16191,6035,48888,MI,Montcalm County
16192,1278,48889,MI,Gratiot County
16193,1999,48890,MI,Eaton County
16194,2928,48891,MI,Montcalm County
16195,4799,48892,MI,Ingham County
16196,5290,48893,MI,Isabella County
16197,1932,48894,MI,Clinton County
16198,11194,48895,MI,Ingham County
16199,226,48896,MI,Isabella County
16200,1487,48897,MI,Barry County
16201,26115,48906,MI,Ingham County
16202,35338,48910,MI,Ingham County
16203,39063,48911,MI,Ingham County
16204,17646,48912,MI,Ingham County
16205,9580,48915,MI,Ingham County
16206,32205,48917,MI,Eaton County
16207,0,48921,MI,Ingham County
16208,2392,48933,MI,Ingham County
16209,22552,49001,MI,Kalamazoo County
16210,20584,49002,MI,Kalamazoo County
16211,15828,49004,MI,Kalamazoo County
16212,28517,49006,MI,Kalamazoo County
16213,10441,49007,MI,Kalamazoo County
16214,16182,49008,MI,Kalamazoo County
16215,44653,49009,MI,Kalamazoo County
16216,17523,49010,MI,Allegan County
16217,2172,49011,MI,Calhoun County
16218,3246,49012,MI,Kalamazoo County
16219,5560,49013,MI,Van Buren County
16220,21386,49014,MI,Calhoun County
16221,26920,49015,MI,Calhoun County
16222,21947,49017,MI,Calhoun County
16223,6514,49021,MI,Eaton County
16224,31498,49022,MI,Berrien County
16225,28651,49024,MI,Kalamazoo County
16226,2364,49026,MI,Van Buren County
16227,148,49027,MI,Van Buren County
16228,6422,49028,MI,Branch County
16229,1535,49029,MI,Calhoun County
16230,2693,49030,MI,St. Joseph County
16231,7469,49031,MI,Cass County
16232,3263,49032,MI,St. Joseph County
16233,1452,49033,MI,Calhoun County
16234,2596,49034,MI,Kalamazoo County
16235,23380,49036,MI,Branch County
16236,21337,49037,MI,Calhoun County
16237,9193,49038,MI,Berrien County
16238,3137,49040,MI,St. Joseph County
16239,4710,49042,MI,St. Joseph County
16240,2501,49043,MI,Van Buren County
16241,5253,49045,MI,Van Buren County
16242,7606,49046,MI,Barry County
16243,14238,49047,MI,Cass County
16244,25352,49048,MI,Kalamazoo County
16245,1457,49050,MI,Barry County
16246,2755,49051,MI,Calhoun County
16247,890,49052,MI,Kalamazoo County
16248,7073,49053,MI,Kalamazoo County
16249,6172,49055,MI,Van Buren County
16250,3449,49056,MI,Van Buren County
16251,6982,49057,MI,Van Buren County
16252,19036,49058,MI,Barry County
16253,1800,49060,MI,Barry County
16254,1661,49061,MI,Cass County
16255,3623,49064,MI,Van Buren County
16256,6431,49065,MI,Van Buren County
16257,665,49066,MI,St. Joseph County
16258,4406,49067,MI,Cass County
16259,14584,49068,MI,Calhoun County
16260,2405,49070,MI,Allegan County
16261,9632,49071,MI,Van Buren County
16262,3351,49072,MI,St. Joseph County
16263,4784,49073,MI,Barry County
16264,175,49074,MI,Kalamazoo County
16265,114,49075,MI,St. Joseph County
16266,4433,49076,MI,Eaton County
16267,9140,49078,MI,Allegan County
16268,13127,49079,MI,Van Buren County
16269,16244,49080,MI,Allegan County
16270,6192,49082,MI,Branch County
16271,7706,49083,MI,Kalamazoo County
16272,39,49084,MI,Berrien County
16273,23049,49085,MI,Berrien County
16274,6363,49087,MI,Kalamazoo County
16275,3313,49088,MI,Kalamazoo County
16276,1578,49089,MI,Branch County
16277,13898,49090,MI,Van Buren County
16278,19500,49091,MI,St. Joseph County
16279,2033,49092,MI,Calhoun County
16280,18021,49093,MI,St. Joseph County
16281,4285,49094,MI,Branch County
16282,2136,49095,MI,Cass County
16283,3357,49096,MI,Eaton County
16284,10760,49097,MI,Kalamazoo County
16285,6093,49098,MI,Berrien County
16286,5606,49099,MI,St. Joseph County
16287,3008,49101,MI,Berrien County
16288,1553,49102,MI,Berrien County
16289,11189,49103,MI,Berrien County
16290,863,49104,MI,Berrien County
16291,4471,49106,MI,Berrien County
16292,10123,49107,MI,Berrien County
16293,3462,49111,MI,Berrien County
16294,10162,49112,MI,Cass County
16295,1772,49113,MI,Berrien County
16296,443,49115,MI,Berrien County
16297,269,49116,MI,Berrien County
16298,3837,49117,MI,Berrien County
16299,169,49119,MI,Berrien County
16300,37178,49120,MI,Berrien County
16301,1877,49125,MI,Berrien County
16302,1141,49126,MI,Berrien County
16303,11092,49127,MI,Berrien County
16304,3749,49128,MI,Berrien County
16305,616,49129,MI,Berrien County
16306,1765,49130,MI,Cass County
16307,44536,49201,MI,Jackson County
16308,20071,49202,MI,Jackson County
16309,38842,49203,MI,Jackson County
16310,2154,49220,MI,Lenawee County
16311,41103,49221,MI,Lenawee County
16312,13886,49224,MI,Calhoun County
16313,1235,49227,MI,Hillsdale County
16314,5328,49228,MI,Lenawee County
16315,3359,49229,MI,Lenawee County
16316,10473,49230,MI,Jackson County
16317,2553,49232,MI,Hillsdale County
16318,2189,49233,MI,Hillsdale County
16319,2755,49234,MI,Jackson County
16320,2232,49235,MI,Lenawee County
16321,4634,49236,MI,Lenawee County
16322,2964,49237,MI,Jackson County
16323,1805,49238,MI,Lenawee County
16324,9783,49240,MI,Jackson County
16325,2472,49241,MI,Jackson County
16326,15280,49242,MI,Hillsdale County
16327,4945,49245,MI,Calhoun County
16328,3267,49246,MI,Jackson County
16329,5694,49247,MI,Lenawee County
16330,791,49248,MI,Lenawee County
16331,3884,49249,MI,Hillsdale County
16332,5946,49250,MI,Hillsdale County
16333,6508,49251,MI,Ingham County
16334,2472,49252,MI,Hillsdale County
16335,2962,49253,MI,Lenawee County
16336,2698,49254,MI,Jackson County
16337,2282,49255,MI,Branch County
16338,4047,49256,MI,Lenawee County
16339,2037,49259,MI,Jackson County
16340,370,49261,MI,Jackson County
16341,1313,49262,MI,Hillsdale County
16342,39,49263,MI,Jackson County
16343,2281,49264,MI,Ingham County
16344,5135,49265,MI,Lenawee County
16345,3120,49266,MI,Hillsdale County
16346,3957,49267,MI,Monroe County
16347,963,49268,MI,Lenawee County
