number_of_fastfood,zipcode,population,state,county,graduate_or_professional,highSchool_or_higher,bachelors_or_higher,median,stdev,lat,lon,clean_mean
1,54911,26392.0,WI,Outagamie County,9.1,91.7,29.9,54609.75,44235.5,44.2802,-88.3919,61835.5
1,54914,30511.0,WI,Outagamie County,7.2,91.9,26.8,53953.0,48587.0,44.2678,-88.4475,61641.5
3,54935,42153.0,WI,Fond du Lac County,6.8,91.3,24.8,103872.0,42080.5,43.7835,-88.4395,72224.5
2,54952,26161.0,WI,Winnebago County,6.4,91.1,22.2,109104.75,32443.5,44.221000000000004,-88.4354,50806.75
3,54956,43727.0,WI,Winnebago County,10.0,95.0,33.3,59653.75,42292.25,44.1835,-88.5272,65554.75
1,54963,6979.0,WI,Winnebago County,6.9,93.1,23.9,300000.0,49938.0,43.9883,-88.7168,68114.0
1,54981,15248.0,WI,Waupaca County,7.1,93.2,22.8,70162.5,55727.0,44.2813,-89.1085,79556.5
3,55008,15268.0,MN,Isanti County,6.5,92.1,19.8,56905.33,47765.67,45.5763,-93.2334,67820.33
1,55014,27628.0,MN,Anoka County,9.0,95.2,33.0,64645.5,51236.0,45.1481,-93.1425,73161.0
2,55016,35237.0,MN,Washington County,9.1,95.3,31.2,93501.0,62189.0,44.8365,-92.8683,105615.0
3,55021,29697.0,MN,Rice County,5.8,85.9,18.4,50686.33,43050.33,44.3017,-93.2774,59060.33
1,55024,33702.0,MN,Dakota County,8.2,95.3,33.9,231929.0,45051.0,44.6841,-93.169,105163.33
4,55025,23992.0,MN,Washington County,8.8,95.5,27.1,75456.5,50555.5,45.2821,-92.96799999999999,79726.5
1,55033,29796.0,MN,Dakota County,8.6,95.2,29.5,57288.0,51669.0,44.7338,-92.8755,69496.33
1,55045,7501.0,MN,Chisago County,7.9,94.5,27.8,63158.0,54948.5,45.382,-92.8517,73083.0
3,55056,13796.0,MN,Chisago County,6.3,95.1,21.5,73076.0,43642.0,45.4903,-92.9629,78346.0
3,55060,28996.0,MN,Steele County,8.0,92.8,26.1,36367.0,41980.0,44.0893,-93.2228,46772.0
1,55068,28777.0,MN,Dakota County,12.5,95.1,42.2,61086.0,47796.0,44.7404,-93.1272,69245.0
3,55082,36239.0,MN,Washington County,16.8,97.5,46.6,70987.67,66388.33,45.0531,-92.8145,85380.0
1,55102,17771.0,MN,Ramsey County,20.1,92.0,48.0,49890.5,57068.0,44.9253,-93.126,64636.5
1,55103,13666.0,MN,Ramsey County,7.5,75.4,21.7,37728.0,50780.5,44.9544,-93.1178,57149.0
3,55104,45667.0,MN,Ramsey County,20.5,91.0,47.7,56379.67,59873.0,44.9538,-93.1664,74241.67
1,55106,56462.0,MN,Ramsey County,5.8,75.7,19.7,88117.0,44895.83,44.9712,-93.0531,59216.5
5,55109,33498.0,MN,Ramsey County,9.1,91.0,28.3,54517.0,53760.0,45.0181,-93.0239,68017.33
3,55110,39035.0,MN,Ramsey County,14.5,96.5,40.5,96748.29,55196.14,45.0752,-93.044,80753.14
1,55112,45154.0,MN,Ramsey County,16.6,94.2,45.9,58259.5,52741.0,45.0781,-93.2036,69659.0
5,55113,40807.0,MN,Ramsey County,21.3,93.5,49.5,79594.0,63748.67,45.0245,-93.1319,91404.33
2,55118,28425.0,MN,Dakota County,16.6,92.2,40.0,167741.33,62641.0,44.8994,-93.1111,93914.33
1,55119,41552.0,MN,Ramsey County,9.7,89.4,28.6,97918.8,42875.4,44.9613,-93.0119,65307.2
1,55121,8124.0,MN,Dakota County,16.7,96.9,45.5,55469.0,39495.0,44.8515,-93.1639,59970.0
2,55123,25972.0,MN,Dakota County,21.2,97.5,59.1,117639.0,61142.0,44.7993,-93.1526,124396.0
1,55125,43288.0,MN,Washington County,19.4,96.8,55.1,148081.0,58836.0,44.9199,-92.9436,107772.75
3,55126,26347.0,MN,Ramsey County,22.5,97.5,55.5,74364.0,49698.5,45.1022,-93.1501,78639.0
2,55128,28793.0,MN,Washington County,8.3,93.4,31.0,300000.0,50978.0,45.0038,-92.963,80946.0
4,55303,48076.0,MN,Anoka County,7.1,94.1,26.0,111565.0,51177.8,45.2154,-93.4046,78557.4
2,55304,47935.0,MN,Anoka County,10.0,96.2,34.1,146320.0,58533.25,45.2501,-93.2779,110626.75
1,55311,36620.0,MN,Hennepin County,24.0,98.2,58.5,300000.0,76031.0,45.0819,-93.4995,128133.0
1,55330,37886.0,MN,Sherburne County,7.2,94.0,28.0,51156.0,65996.0,45.3126,-93.5861,77788.0
1,55337,44736.0,MN,Dakota County,11.2,93.6,37.3,176169.5,47408.0,44.7511,-93.3025,75411.0
1,55343,25561.0,MN,Hennepin County,13.3,93.8,45.1,38627.0,37937.0,44.9349,-93.4027,50414.0
1,55350,17682.0,MN,McLeod County,7.3,95.1,21.9,31014.0,36878.0,44.8707,-94.3514,42912.0
1,55352,9069.0,MN,Scott County,6.4,94.6,27.4,74844.0,62852.0,44.68,-93.5853,88121.0
1,55362,19035.0,MN,Wright County,7.6,93.3,24.9,94395.0,46445.0,45.2785,-93.7573,97228.0
3,55369,34514.0,MN,Hennepin County,12.0,97.0,43.9,120625.8,48496.0,45.1133,-93.4309,87452.6
2,55379,43533.0,MN,Scott County,9.5,91.7,35.3,122458.0,67351.0,44.7831,-93.4732,126672.0
2,55406,32904.0,MN,Hennepin County,22.4,91.1,52.2,170485.0,49421.75,44.93600000000001,-93.2156,86058.75
1,55408,31579.0,MN,Hennepin County,16.9,87.6,50.9,23960.0,44096.0,44.9413,-93.2822,39123.5
1,55411,30703.0,MN,Hennepin County,6.1,77.8,19.9,67952.0,42743.12,44.9853,-93.2978,57769.62
3,55421,27767.0,MN,Anoka County,7.9,88.2,24.3,49050.25,55473.5,45.0287,-93.2191,64202.0
1,55423,36166.0,MN,Hennepin County,12.4,89.3,38.4,50859.8,43025.6,44.8814,-93.3012,57928.6
1,55426,25971.0,MN,Hennepin County,13.3,95.7,49.6,65035.67,57740.33,44.9504,-93.3716,80278.0
5,55428,31354.0,MN,Hennepin County,5.5,87.8,25.2,211734.33,49157.67,45.0553,-93.37799999999999,74399.67
1,55429,27535.0,MN,Hennepin County,5.3,86.0,20.1,55580.33,42898.67,45.0649,-93.336,62170.67
1,55430,23338.0,MN,Hennepin County,6.5,85.5,20.9,42869.5,49448.0,45.0551,-93.3008,60635.5
2,55432,30043.0,MN,Anoka County,8.5,89.6,26.8,178199.0,42666.0,45.0914,-93.2639,74817.5
2,55434,29015.0,MN,Anoka County,6.4,93.3,23.2,69889.0,45722.67,45.174,-93.2474,74418.5
3,55435,13449.0,MN,Hennepin County,24.8,95.6,61.6,96670.0,66556.5,44.8839,-93.3294,107018.5
1,55439,8875.0,MN,Hennepin County,32.1,98.7,75.6,92292.0,89031.0,44.8728,-93.3672,126372.0
1,55441,18294.0,MN,Hennepin County,16.8,96.1,50.2,66304.0,67614.5,45.0039,-93.4145,81675.0
2,55443,32532.0,MN,Hennepin County,10.5,91.0,35.6,186441.75,56709.0,45.1127,-93.351,87425.75
1,55444,15696.0,MN,Hennepin County,6.6,90.6,26.6,71910.0,34143.0,45.0989,-93.3103,68208.0
1,55719,5902.0,MN,St. Louis County,3.0,95.7,19.6,300000.0,24979.0,47.4875,-92.8794,52157.0
5,55720,16774.0,MN,Carlton County,5.6,94.5,21.2,50239.0,34303.0,46.6934,-92.4392,56455.0
1,55723,2298.0,MN,St. Louis County,8.7,94.0,23.4,46615.0,44651.0,47.7528,-93.3668,56767.0
1,55805,9750.0,MN,St. Louis County,8.4,92.9,33.1,30226.0,41914.0,46.8028,-92.0875,40824.0
3,55811,26662.0,MN,St. Louis County,13.1,94.6,34.9,138455.33,64705.67,46.8093,-92.211,81064.0
3,55901,54293.0,MN,Olmsted County,20.6,95.0,48.4,145238.25,47082.62,44.0573,-92.4992,74225.75
1,55912,28754.0,MN,Mower County,7.8,84.6,22.0,109669.25,40934.75,43.6662,-92.9767,52255.75
2,55987,35076.0,MN,Winona County,12.0,92.6,32.7,48290.67,45270.67,44.0388,-91.6575,58495.67
1,56001,47620.0,MN,Blue Earth County,13.3,94.5,36.0,43715.6,48537.0,44.1694,-93.98,58107.8
2,56003,14390.0,MN,Nicollet County,10.7,95.8,35.1,56392.0,54374.0,44.181000000000004,-94.038,69047.0
2,56007,21038.0,MN,Freeborn County,5.1,88.5,17.3,37826.33,37940.0,43.6456,-93.3668,46557.67
1,56073,16699.0,MN,Brown County,6.0,93.1,22.4,56633.33,52359.67,44.303000000000004,-94.4297,68103.67
1,56301,33488.0,MN,Stearns County,10.6,92.4,31.7,33842.25,41586.0,45.5426,-94.1586,43179.0
3,56345,14558.0,MN,Morrison County,5.5,89.9,18.5,46460.0,40239.0,45.9817,-94.3792,53932.0
1,56468,4650.0,MN,Crow Wing County,10.4,96.2,38.1,171963.0,55965.0,46.5079,-94.20200000000001,75098.0
3,56601,33552.0,MN,Beltrami County,12.4,93.2,32.2,55046.5,39713.0,47.602,-94.8726,60607.25
1,57004,3549.0,SD,Union County,7.5,93.5,27.7,52848.0,48386.0,43.0796,-96.7802,65526.0
2,57006,25712.0,SD,Brookings County,17.1,96.2,44.4,49725.0,50601.67,44.3037,-96.7896,62258.67
3,57042,9432.0,SD,Lake County,8.4,93.2,32.2,76027.0,56608.0,44.0567,-97.1837,86907.0
4,57069,12114.0,SD,Clay County,25.5,95.6,55.6,28622.5,45711.5,42.7752,-96.9277,45280.0
3,57103,35833.0,SD,Minnehaha County,9.1,88.8,27.3,59797.0,50304.0,43.5276,-96.6769,70683.5
1,57105,21948.0,SD,Minnehaha County,14.0,96.2,40.3,119885.6,53868.8,43.5239,-96.7323,80806.0
1,57106,44575.0,SD,Minnehaha County,10.6,94.3,35.6,153811.0,52855.0,43.5297,-96.8275,85589.33
7,57201,25266.0,SD,Codington County,4.2,91.4,22.4,170235.0,53244.0,44.9187,-97.1439,74880.0
1,57262,5383.0,SD,Roberts County,6.9,85.3,17.4,34765.5,44195.5,45.6518,-97.04,47411.0
9,57301,18483.0,SD,Davison County,6.5,90.9,24.4,187867.0,53563.5,43.7259,-98.025,76106.0
2,57325,3180.0,SD,Brule County,9.9,93.9,29.2,42901.0,32139.5,43.7918,-99.2752,50613.5
4,57350,15247.0,SD,Beadle County,3.5,82.0,19.7,173279.5,54021.0,44.3345,-98.265,57830.5
10,57401,31991.0,SD,Brown County,9.4,91.5,30.1,47793.33,40433.0,45.4603,-98.4883,55044.0
2,57501,16701.0,SD,Hughes County,10.9,90.9,35.4,53142.0,48479.5,44.3782,-100.3033,66347.0
1,57601,3916.0,SD,Walworth County,6.7,87.4,24.4,41848.0,43541.0,45.5482,-100.4223,53131.0
23,57701,45122.0,SD,Pennington County,7.8,90.2,23.3,79828.38,44047.5,44.0506,-103.2591,64086.0
3,57717,7779.0,SD,Butte County,4.7,91.3,22.2,34414.0,37527.0,44.6545,-103.9333,40522.0
1,57719,7936.0,SD,Pennington County,3.1,93.2,17.9,54241.5,39094.5,44.1347,-103.0857,60863.0
1,57730,5443.0,SD,Custer County,5.5,94.5,25.3,44239.0,35948.0,43.6849,-103.4622,52927.0
1,57783,14846.0,SD,Lawrence County,12.8,95.7,34.9,32031.0,44941.0,44.4929,-103.8548,46868.0
7,57785,9380.0,SD,Meade County,7.2,91.9,23.2,38918.0,29789.0,44.3941,-103.5377,47303.0
1,58072,7856.0,ND,Barnes County,8.5,88.6,28.2,42612.0,45420.5,46.9196,-98.0216,52778.0
5,58075,9088.0,ND,Richland County,6.4,91.2,22.4,48236.0,50803.0,46.3058,-96.617,63978.0
1,58102,30197.0,ND,Cass County,13.8,94.8,40.1,49281.6,37560.4,46.8996,-96.8098,57896.2
2,58103,50441.0,ND,Cass County,8.2,90.5,31.0,210860.0,45444.67,46.8549,-96.8264,69360.33
5,58201,38191.0,ND,Grand Forks County,13.6,94.9,37.8,117631.5,53565.75,47.9047,-97.0521,70130.25
1,58203,17854.0,ND,Grand Forks County,9.9,93.4,29.9,119762.0,34667.67,47.9246,-97.0679,48804.33
1,58237,5465.0,ND,Walsh County,4.2,86.4,14.7,42645.0,35075.0,48.42100000000001,-97.3889,52017.0
2,58301,10218.0,ND,Ramsey County,6.6,91.1,24.3,44426.0,39273.0,48.1,-98.8419,49483.0
1,58503,30696.0,ND,Burleigh County,11.8,95.1,38.9,177544.0,54651.0,46.8542,-100.7849,90763.0
1,58504,26762.0,ND,Burleigh County,8.6,92.6,31.5,57413.0,43190.0,46.7805,-100.7582,65523.67
2,58554,24972.0,ND,Morton County,6.6,92.2,27.6,57275.5,44140.0,46.8066,-100.8837,64974.0
2,58601,26123.0,ND,Stark County,6.7,91.5,24.7,76282.0,59336.5,46.8492,-102.7577,86626.0
8,58701,33446.0,ND,Ward County,7.3,92.8,26.3,43076.0,46629.0,48.2249,-101.2787,53685.0
